source_archive,virtual_path,basename,size,crc,container_chain,method,normbase,depth
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,COMMON_DENOMINATOR_RECONCILIATION_V59.csv,COMMON_DENOMINATOR_RECONCILIATION_V59.csv,3406,3895230344,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip,zip,commondenominatorreconciliationv59csv,5
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,BASE_V58.zip,BASE_V58.zip,1457322,799904491,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip,zip,basev58zip,5
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,IEF_COMPONENT_RECONCILIATION_V58.csv,IEF_COMPONENT_RECONCILIATION_V58.csv,4404,771447225,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip,zip,iefcomponentreconciliationv58csv,6
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,BASE_V57.zip,BASE_V57.zip,1426922,2040299978,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip,zip,basev57zip,6
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,ACCOUNT_MAPPING_NIIF_V57.csv,ACCOUNT_MAPPING_NIIF_V57.csv,6675,3279393462,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip,zip,accountmappingniifv57csv,7
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,AUDITORIA_V57.md,AUDITORIA_V57.md,3300,2845304577,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip,zip,auditoriav57md,7
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,BASE_V56.zip,BASE_V56.zip,1405429,4102697162,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip,zip,basev56zip,7
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,TARGET_RECONCILIATION_V56.csv,TARGET_RECONCILIATION_V56.csv,1039,3039763977,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip,zip,targetreconciliationv56csv,8
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,FUENTES_V56.md,FUENTES_V56.md,1270,1201168601,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip,zip,fuentesv56md,8
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,AUDITORIA_V56.md,AUDITORIA_V56.md,1958,3875203169,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip,zip,auditoriav56md,8
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,PROMPT_CODEX_V57_API_VALUE_EXTRACTION_AND_RECONCILIATION.md,PROMPT_CODEX_V57_API_VALUE_EXTRACTION_AND_RECONCILIATION.md,1639,1234052454,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip,zip,promptcodexv57apivalueextractionandreconciliationmd,8
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,README_V56.md,README_V56.md,741,2692164018,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip,zip,readmev56md,8
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,SERIES_VALUE_BYTES_MANIFEST_V56.csv,SERIES_VALUE_BYTES_MANIFEST_V56.csv,1721,1992671686,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip,zip,seriesvaluebytesmanifestv56csv,8
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,QA_RESULT_V56.txt,QA_RESULT_V56.txt,5,3256905966,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip,zip,qaresultv56txt,8
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,BASE_V55.zip,BASE_V55.zip,308547,3407641759,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip,zip,basev55zip,8
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,ACCOUNTING_MODE_AXIS_V55.csv,ACCOUNTING_MODE_AXIS_V55.csv,699,3452533906,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip,zip,accountingmodeaxisv55csv,9
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,AUDITORIA_RECONCILIACION_V55.md,AUDITORIA_RECONCILIACION_V55.md,2954,954690639,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip,zip,auditoriareconciliacionv55md,9
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,BASE_V54.zip,BASE_V54.zip,89528,4191159782,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip,zip,basev54zip,9
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,AUDITORIA_MICRODATA_BRIDGE_V54.md,AUDITORIA_MICRODATA_BRIDGE_V54.md,5719,1640919157,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip,zip,auditoriamicrodatabridgev54md,10
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,BASE_V53.zip,BASE_V53.zip,60708,2634438224,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip,zip,basev53zip,10
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,AUDITORIA_CUANTIFICACION_CONTRAPARTES_V53.md,AUDITORIA_CUANTIFICACION_CONTRAPARTES_V53.md,8576,3068984065,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip,zip,auditoriacuantificacioncontrapartesv53md,11
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,BASE_V52.zip,BASE_V52.zip,30016,2693101034,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip,zip,basev52zip,11
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,AUDITORIA_CONTRAPARTES_V52.md,AUDITORIA_CONTRAPARTES_V52.md,10790,1141669530,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip::BASE_V52.zip,zip,auditoriacontrapartesv52md,12
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,COMPONENT_COUNTERPARTY_MAP_V52.csv,COMPONENT_COUNTERPARTY_MAP_V52.csv,10923,221048505,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip::BASE_V52.zip,zip,componentcounterpartymapv52csv,12
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,EVIDENCE_LEDGER_CICLO_AJUSTE_V52.csv,EVIDENCE_LEDGER_CICLO_AJUSTE_V52.csv,29452,2822240886,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip::BASE_V52.zip,zip,evidenceledgercicloajustev52csv,12
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,FALSIFICADORES_INCIDENCE_V52.csv,FALSIFICADORES_INCIDENCE_V52.csv,1704,733707846,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip::BASE_V52.zip,zip,falsificadoresincidencev52csv,12
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,HOUSEHOLD_LINK_CLASSIFICATION_V52.csv,HOUSEHOLD_LINK_CLASSIFICATION_V52.csv,2318,2469493028,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip::BASE_V52.zip,zip,householdlinkclassificationv52csv,12
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,INCIDENCE_CHAIN_V52.csv,INCIDENCE_CHAIN_V52.csv,4179,1507603432,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip::BASE_V52.zip,zip,incidencechainv52csv,12
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,MANIFEST_V52.json,MANIFEST_V52.json,3066,2435890137,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip::BASE_V52.zip,zip,manifestv52json,12
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,PROMPT_CODEX_V53_COUNTERPARTY_QUANTIFICATION.md,PROMPT_CODEX_V53_COUNTERPARTY_QUANTIFICATION.md,2245,3992379914,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip::BASE_V52.zip,zip,promptcodexv53counterpartyquantificationmd,12
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,README_V52.md,README_V52.md,1435,967710712,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip::BASE_V52.zip,zip,readmev52md,12
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,VEREDICTO_CONTRAPARTES_V52.md,VEREDICTO_CONTRAPARTES_V52.md,2555,1531089469,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip::BASE_V52.zip,zip,veredictocontrapartesv52md,12
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,qa_v52.py,qa_v52.py,1481,3727353323,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip::BASE_V52.zip,zip,qav52py,12
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,CER_ASSET_LIABILITY_SECTOR_MAP_V53.csv,CER_ASSET_LIABILITY_SECTOR_MAP_V53.csv,1928,2424930496,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip,zip,cerassetliabilitysectormapv53csv,11
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,EVIDENCE_LEDGER_CICLO_AJUSTE_V53.csv,EVIDENCE_LEDGER_CICLO_AJUSTE_V53.csv,32838,1291886418,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip,zip,evidenceledgercicloajustev53csv,11
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,FUENTES_V53.md,FUENTES_V53.md,1790,3905457752,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip,zip,fuentesv53md,11
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,FX_GROSS_COUNTERPARTY_MAP_V53.csv,FX_GROSS_COUNTERPARTY_MAP_V53.csv,2845,3945359840,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip,zip,fxgrosscounterpartymapv53csv,11
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,HOUSEHOLD_DIRECT_FLOW_BOUND_V53.csv,HOUSEHOLD_DIRECT_FLOW_BOUND_V53.csv,2566,3922136717,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip,zip,householddirectflowboundv53csv,11
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,INTEREST_INCOME_SECTOR_SPLIT_V53.csv,INTEREST_INCOME_SECTOR_SPLIT_V53.csv,1914,3323966839,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip,zip,interestincomesectorsplitv53csv,11
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,MANIFEST_V53.json,MANIFEST_V53.json,3151,3397775879,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip,zip,manifestv53json,11
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,PROMPT_CODEX_V54_RAW_BCRA_MICRODATA.md,PROMPT_CODEX_V54_RAW_BCRA_MICRODATA.md,3199,1476505167,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip,zip,promptcodexv54rawbcramicrodatamd,11
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,README_V53.md,README_V53.md,1622,2934203907,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip,zip,readmev53md,11
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,SECURITIES_ISSUER_VALUATION_SPLIT_V53.csv,SECURITIES_ISSUER_VALUATION_SPLIT_V53.csv,3994,1151985647,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip,zip,securitiesissuervaluationsplitv53csv,11
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,VEREDICTO_CUANTIFICACION_CONTRAPARTES_V53.md,VEREDICTO_CUANTIFICACION_CONTRAPARTES_V53.md,2689,3561875554,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip,zip,veredictocuantificacioncontrapartesv53md,11
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,qa_v53.py,qa_v53.py,2329,4075672873,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip::BASE_V53.zip,zip,qav53py,11
FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip,CER_GROSS_BRIDGE_V54.csv,CER_GROSS_BRIDGE_V54.csv,1298,1763478116,FRONTERA_CICLO_AJUSTE_V64_CLOSED_PASS_NETWORK_COVERAGE_AND_SECTOR_MAPPING(3).zip::v64/BASE_V63.zip::BASE_V62.zip::BASE_V61.zip::BASE_V60.zip::BASE_V59.zip::BASE_V58.zip::BASE_V57.zip::BASE_V56.zip::BASE_V55.zip::BASE_V54.zip,zip,cergrossbridgev54csv,10
