persona_id,persona,nivel_cargo,cargo,jurisdiccion,partido_o_alianza,estado_ddjj_cargo_actual,fuente_ddjj_actual_url,oa_historial_estado,oa_historial_nombres,oa_anios,estado_busqueda_patrimonial,estado_investigacion,fecha_estado_investigacion,motivo_estado_investigacion,iteracion_sugerida,siguiente_accion
dip-flores-maria-gabriela,Maria Gabriela Flores,Diputados nacionales,Diputado/a nacional,Salta,LA LIBERTAD AVANZA,sin_presentacion_localizada_en_listados_2025_2026,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",5,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
dip-frade-monica,Mónica Frade,Diputados nacionales,Diputado/a nacional,Buenos Aires,COALICION CIVICA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,FRADE MONICA EDITH,2018|2019|2020|2021|2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,3,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-fregonese-alicia,Alicia Fregonese,Diputados nacionales,Diputado/a nacional,Entre Rios,PRO,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,FREGONESE ALICIA MARIA,2017|2018|2019|2020|2021,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,1,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-freites-andrea,Andrea Freites,Diputados nacionales,Diputado/a nacional,Tierra Del Fuego,UNIÓN POR LA PATRIA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,FREITES ANDREA GRACIELA,2023,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,1,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-frias-maira,Maira Frias,Diputados nacionales,Diputado/a nacional,Chubut,LA LIBERTAD AVANZA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,FRIAS MAIRA RAQUEL,2018|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,3,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-gallardo-maria-virginia,María Virginia Gallardo,Diputados nacionales,Diputado/a nacional,Corrientes,LA LIBERTAD AVANZA,sin_presentacion_localizada_en_listados_2025_2026,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",5,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
dip-galmarini-sebastian,Sebastián Galmarini,Diputados nacionales,Diputado/a nacional,Buenos Aires,UNIÓN POR LA PATRIA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,GALMARINI SEBASTIAN,2021|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,4,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-garcia-carlos,Carlos García,Diputados nacionales,Diputado/a nacional,Chaco,LA LIBERTAD AVANZA,sin_presentacion_localizada_en_listados_2025_2026,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,coincidencia_multiple_revisar_homonimia,GARCIA CARLOS ALBERO | GARCIA CARLOS ALBERTO | GARCIA CARLOS CESAR | GARCIA CARLOS CRISTOBAL | GARCIA CARLOS DANIEL | GARCIA CARLOS ENRIQUE | GARCIA CARLOS ESTEBAN | GARCIA CARLOS FABIAN | GARCIA CARLOS FAUSTINO | GARCIA CARLOS JOSE JAVIER | GARCIA CARLOS MARIA | GARCIA CARLOS MAURICIO | GARCIA CARLOS NORBERTO | GARCIA CARLOS OSCAR | GARCIA CARLOS RAMON,2017|2018|2019|2020|2021|2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,14,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-garcia-maria-teresa,María Teresa García,Diputados nacionales,Diputado/a nacional,Buenos Aires,UNIÓN POR LA PATRIA,sin_presentacion_localizada_en_listados_2025_2026,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,GARCIA MARIA TERESA,2017|2018|2019|2020|2021|2022|2023|2024,revision_manual_identidad,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",3,Resolver variaciones de nombre o identificador antes de usar importes.
dip-garcia-alvaro,Álvaro García,Diputados nacionales,Diputado/a nacional,Buenos Aires,LA LIBERTAD AVANZA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,coincidencia_multiple_revisar_homonimia,GARCIA ALVARO | GARCIA ALVARO MARCELO | GARCIA ALVARO RODRIGO,2017|2018|2019|2020|2021|2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,17,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-garcia-aresca-ignacio,Ignacio García Aresca,Diputados nacionales,Diputado/a nacional,Cordoba,PROVINCIAS UNIDAS,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,GARCIA ARESCA IGNACIO JOSE,2021|2022|2023,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,2,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-garrido-jose-luis,José Luis Garrido,Diputados nacionales,Diputado/a nacional,Santa Cruz,POR SANTA CRUZ,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,GARRIDO JOSE LUIS,2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,2,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-giampieri-antonela,Antonela Giampieri,Diputados nacionales,Diputado/a nacional,Ciudad De Buenos Aires,PRO,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,GIAMPIERI ANTONELA,2024,revision_manual_identidad,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",3,Resolver variaciones de nombre o identificador antes de usar importes.
dip-giordano-juan-carlos,Juan Carlos Giordano,Diputados nacionales,Diputado/a nacional,Buenos Aires,IZQUIERDA SOCIALISTA - FRENTE DE IZQUIERDA UNIDAD,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,GIORDANO JUAN CARLOS,2017|2018|2019|2020|2021|2022|2023|2024,revision_manual_identidad,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",3,Resolver variaciones de nombre o identificador antes de usar importes.
dip-giudici-silvana,Silvana Giudici,Diputados nacionales,Diputado/a nacional,Ciudad De Buenos Aires,LA LIBERTAD AVANZA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,GIUDICI SILVANA MYRIAM,2017|2018|2019|2020|2021|2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,4,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-giuliano-diego-a,Diego A. Giuliano,Diputados nacionales,Diputado/a nacional,Santa Fe,UNIÓN POR LA PATRIA,sin_presentacion_localizada_en_listados_2025_2026,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",5,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
dip-glinski-jose,José Glinski,Diputados nacionales,Diputado/a nacional,Chubut,UNIÓN POR LA PATRIA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,GLINSKI JOSE ALEJANDRO,2020|2021|2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,2,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-goitia-rosario,Rosario Goitia,Diputados nacionales,Diputado/a nacional,Chaco,LA LIBERTAD AVANZA,sin_presentacion_localizada_en_listados_2025_2026,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",5,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
dip-gomez-jose,José Gomez,Diputados nacionales,Diputado/a nacional,Santiago Del Estero,UNIÓN POR LA PATRIA,sin_presentacion_localizada_en_listados_2025_2026,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,coincidencia_multiple_revisar_homonimia,GOMEZ JOSE ALEJANDRO | GOMEZ JOSE DARIO | GOMEZ JOSE EDGARDO | GOMEZ JOSE ELIAS | GOMEZ JOSE GABRIEL | GOMEZ JOSE LUIS | GOMEZ JOSE MANUEL | GOMEZ JOSE NICOLAS | GOMEZ JOSE RAUL ENRIQUE,2017|2018|2019|2020|2021|2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,14,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-gonzales-alfredo,Alfredo Gonzales,Diputados nacionales,Diputado/a nacional,Jujuy,LA LIBERTAD AVANZA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",5,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
dip-gonzalez-gerardo-gustavo,Gerardo Gustavo González,Diputados nacionales,Diputado/a nacional,Formosa,ARGENTINA FEDERAL,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,GONZALEZ GERARDO GUSTAVO,2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,2,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-gonzalez-diogenes-ignacio,Diógenes Ignacio González,Diputados nacionales,Diputado/a nacional,Corrientes,UCR - UNIÓN CÍVICA RADICAL,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",5,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
dip-gonzalez-alvaro,Álvaro González,Diputados nacionales,Diputado/a nacional,Ciudad De Buenos Aires,PRO,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,coincidencia_multiple_revisar_homonimia,GONZALEZ ALVARO ERNESTO | GONZALEZ ALVARO GUSTAVO,2017|2018|2019|2020|2021|2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,13,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-gonzalez-estevarena-maria-luisa,María Luisa González Estevarena,Diputados nacionales,Diputado/a nacional,Buenos Aires,LA LIBERTAD AVANZA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",5,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
dip-grabois-juan,Juan Grabois,Diputados nacionales,Diputado/a nacional,Buenos Aires,UNIÓN POR LA PATRIA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,GRABOIS JUAN,2024,revision_manual_identidad,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",3,Resolver variaciones de nombre o identificador antes de usar importes.
dip-gruber-maura,Maura Gruber,Diputados nacionales,Diputado/a nacional,Misiones,LA LIBERTAD AVANZA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,GRUBER MAURA ESTER,2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,3,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-gutierrez-ramiro,Ramiro Gutiérrez,Diputados nacionales,Diputado/a nacional,Buenos Aires,UNIÓN POR LA PATRIA,sin_presentacion_localizada_en_listados_2025_2026,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",5,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
dip-gutierrez-carlos,Carlos Gutiérrez,Diputados nacionales,Diputado/a nacional,Cordoba,PROVINCIAS UNIDAS,sin_presentacion_localizada_en_listados_2025_2026,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,coincidencia_multiple_revisar_homonimia,GUTIERREZ CARLOS ANIBAL | GUTIERREZ CARLOS FABIAN | GUTIERREZ CARLOS JESUS | GUTIERREZ CARLOS JOAQUIN | GUTIERREZ CARLOS MARIO | GUTIERREZ CARLOS RAMIRO,2017|2018|2019|2020|2021|2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,14,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-guzman-jairo,Jairo Guzmán,Diputados nacionales,Diputado/a nacional,Santa Cruz,LA LIBERTAD AVANZA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,GUZMAN JAIRO HENOCH,2024,revision_manual_identidad,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",3,Resolver variaciones de nombre o identificador antes de usar importes.
dip-hadad-raul,Raúl Hadad,Diputados nacionales,Diputado/a nacional,Corrientes,UNIÓN POR LA PATRIA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",5,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
dip-hagman-itai,Itai Hagman,Diputados nacionales,Diputado/a nacional,Ciudad De Buenos Aires,UNIÓN POR LA PATRIA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,HAGMAN ITAI,2018|2019|2020|2021|2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,2,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-hartfield-diego,Diego Hartfield,Diputados nacionales,Diputado/a nacional,Misiones,LA LIBERTAD AVANZA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,HARTFIELD DIEGO GABRIEL,2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,1,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-herrera-ahuad-oscar-a,Oscar A. Herrera Ahuad,Diputados nacionales,Diputado/a nacional,Misiones,ARGENTINA FEDERAL,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",5,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
dip-holzman-patricia,Patricia Holzman,Diputados nacionales,Diputado/a nacional,Ciudad De Buenos Aires,LA LIBERTAD AVANZA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,HOLZMAN PATRICIA NOEMI,2017|2018|2019|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,4,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-huesen-gerardo,Gerardo Huesen,Diputados nacionales,Diputado/a nacional,Tucuman,LA LIBERTAD AVANZA,sin_presentacion_localizada_en_listados_2025_2026,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",5,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
dip-humenuk-gladys,Gladys Humenuk,Diputados nacionales,Diputado/a nacional,Buenos Aires,LA LIBERTAD AVANZA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,HUMENUK GLADYS NOEMI,2022|2024,revision_manual_identidad,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",3,Resolver variaciones de nombre o identificador antes de usar importes.
dip-ianni-ana-maria,Ana María Ianni,Diputados nacionales,Diputado/a nacional,Santa Cruz,UNIÓN POR LA PATRIA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,IANNI ANA MARIA,2017|2018|2019|2020|2021|2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,1,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-ibanez-maria-cecilia,María Cecilia Ibañez,Diputados nacionales,Diputado/a nacional,Cordoba,LA LIBERTAD AVANZA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,IBAÑEZ MARIA CECILIA,2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,3,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-jaime-quiroga-carlos-gustavo,Carlos Gustavo Jaime Quiroga,Diputados nacionales,Diputado/a nacional,San Juan,PRODUCCION Y TRABAJO,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",5,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
dip-juliano-pablo,Pablo Juliano,Diputados nacionales,Diputado/a nacional,Buenos Aires,PROVINCIAS UNIDAS,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,JULIANO PABLO ADRIAN,2020|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,3,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-kirchner-maximo-carlos,Máximo Carlos Kirchner,Diputados nacionales,Diputado/a nacional,Buenos Aires,UNIÓN POR LA PATRIA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,KIRCHNER MAXIMO CARLOS,2017|2018|2019|2020|2021|2022|2023|2024,serie_curada,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,0,Actualizar y profundizar la serie existente.
dip-lanesan-sancho-moira,Moira Lanesan Sancho,Diputados nacionales,Diputado/a nacional,Santa Cruz,UNIÓN POR LA PATRIA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",5,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
dip-laumann-andres-ariel,Andrés Ariel Laumann,Diputados nacionales,Diputado/a nacional,Entre Rios,LA LIBERTAD AVANZA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",5,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
dip-leiva-aldo,Aldo Leiva,Diputados nacionales,Diputado/a nacional,Chaco,UNIÓN POR LA PATRIA,sin_presentacion_localizada_en_listados_2025_2026,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,LEIVA ALDO ADOLFO,2018|2019|2020|2021|2022|2023|2024,revision_manual_identidad,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",3,Resolver variaciones de nombre o identificador antes de usar importes.
dip-lemoine-lilia,Lilia Lemoine,Diputados nacionales,Diputado/a nacional,Buenos Aires,LA LIBERTAD AVANZA,sin_presentacion_localizada_en_listados_2025_2026,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",5,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
dip-leone-andres,Andrés Leone,Diputados nacionales,Diputado/a nacional,Ciudad De Buenos Aires,LA LIBERTAD AVANZA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,LEONE ANDRES MARCELO,2022|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,1,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-llano-mercedes,Mercedes Llano,Diputados nacionales,Diputado/a nacional,Mendoza,LA LIBERTAD AVANZA,sin_presentacion_localizada_en_listados_2025_2026,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",5,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
dip-lluch-enrique,Enrique Lluch,Diputados nacionales,Diputado/a nacional,Cordoba,LA LIBERTAD AVANZA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,LLUCH ENRIQUE,2024,revision_manual_identidad,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",3,Resolver variaciones de nombre o identificador antes de usar importes.
dip-longo-johanna-sabrina,Johanna Sabrina Longo,Diputados nacionales,Diputado/a nacional,Buenos Aires,LA LIBERTAD AVANZA,presentacion_2025_2026_localizada,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,nombre_compatible_unico_en_oa,LONGO JOHANNA SABRINA,2022|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,2,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-lopez-jimena,Jimena López,Diputados nacionales,Diputado/a nacional,Buenos Aires,UNIÓN POR LA PATRIA,sin_presentacion_localizada_en_listados_2025_2026,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",5,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
