row_id,object_id,custodian,exact_record,period,minimum_fields,closure_rule,status
RO176_40,SIGEN_3672_SISIO_COMPOSITE_HISTORY_EXPORT,SIGEN · SISIO/UAI/gerencia competente,"todas las observaciones dadas de alta o instruidas por Nota 3672/09, con clave compuesta e historial",2009-último estado,entidad; UAI; informe número/fecha; observación; título; sector; hallazgo; recomendación; estado; motivo; comentario; acción; fechas; soportes,"exportación de todos los estados/filtros, no sólo vigentes o regularizados",DRAFT_NOT_SENT
RO176_41,SIGEN_3672_SISIO_ORIGIN_DOCUMENT_CROSSWALK,SIGEN · SISIO/Archivo/GSEyP,crosswalk alta SISIO ↔ Nota 3672/09 ↔ 0120/09 ↔ informe/adjunto origen,2009-2010,IDs; fechas; usuario; área; documentos; rutas; adjuntos; checksum o folio,unión uno-a-uno por cada fila o negativo técnico fundado,DRAFT_NOT_SENT
RO176_42,SIGEN_3672_SISIO_ALL_DISPOSITIONS,SIGEN · SISIO/UAI,disposición final o actual de cada hallazgo derivado de 3672,2009-último estado,regularizada; en trámite; no regularizable; no compartida; motivo; comentario; fecha; acción; documento de cierre,universo exhaustivo y categorías mutuamente excluyentes,DRAFT_NOT_SENT
RO176_43,CGN_3672_OBSERVATION_FINANCIAL_JOIN,CGN · DAIF/SIDIF/Archivo,join por observación con SAF/UEPEX/préstamo/cuadro/cuenta/importe y corrección,cierre 2008 a seguimiento,clave SISIO; SAF; proyecto; préstamo; cuenta; moneda; antes; después; diferencia; explicación; documento SIDIF; certificante,ledger conciliable; diferencias explicadas y resultado clasificado,DRAFT_NOT_SENT
RO177_44,SIGEN_BID1192_SISIO_2008_CROSSWALK,SIGEN · SISIO/UAI Producción/Archivo,filas SISIO vinculadas al BID 1192/OC-AR y hallazgos Cuenta 2008/Nota 3672,2008-último estado,clave compuesta; cuenta; hallazgo; recomendación; origen 0120/09/3672; historial; soporte,exportación íntegra o negativo técnico por tablas/campos,DRAFT_NOT_SENT
RO177_45,UAI_BID1192_SOURCE_REPORTS,UAI Ministerio de Producción/Economía · SIGEN,informes UAI fuente de las observaciones BID 1192 compiladas en Cuentas 2016 y 2017,2014-2018,número; fecha; alcance; papeles; observaciones; responsables; descargos; acciones; anexos,"cuerpo y anexos completos, no sólo compilación SIGEN",DRAFT_NOT_SENT
RO177_46,CGN_BID1192_2019_MEETING_FILE,CGN · DAIF/Mesa/Archivo,"convocatoria, minuta y seguimiento de reunión 29/08/2019 BID 1192",2017-2020,convocatoria; asistentes; agenda; clasificación UEPEX/Fondo; compromisos; plazos; respuestas; cierre,expediente/minuta y resultado o negativo fundado,DRAFT_NOT_SENT
RO177_47,BID1192_BANK_LEDGER_AND_STATEMENTS,SAF 362 · programa · BCRA/TGN/CGN,ledger y extractos de 16 cuentas BID 1192 referenciadas para 2018 y omitidas en 2019,2008-2019,cuenta; moneda; saldo inicial; debe; haber; saldo final; extracto; conciliación; fecha; firmante,ledger por cuenta conciliable con extracto y Cuadro 13,DRAFT_NOT_SENT
RO178_48,BID1192_MP0191_LEGACY_NOTE_BODIES,BCRA · CGN/DAIF · programa,"Notas 466/1796/08 y 88/14, anexos y rutas",2008-2014,cuerpo; firmante; destinatario; cuenta; programa; estado; cierre; anexos; expediente,copia certificada y constancia bancaria de estado/cierre,DRAFT_NOT_SENT
RO178_49,MYPESII_EXECUTED_TRUST_CONTRACT,Registro Oficial · Economía · fiduciario,contrato 26/05/2004 y modificaciones 2005-2006 ejecutadas,2004-2006,partes; fecha; firmas; versión; cuentas; patrimonio; IFI; riesgo; anexos,contraparte ejecutada íntegra o negativo de custodia,DRAFT_NOT_SENT
RO178_50,FONDYF_EXECUTED_COLLABORATION_AGREEMENT,Secretaría PyME · Hacienda · BNA · BICE,convenio Res. 206/2012 suscripto 28/12/2012,2012,firmas; fecha; obligaciones; Comité; anexos; expediente; vigencia,contraparte firmada y anexos,DRAFT_NOT_SENT
RO178_51,FONDYF_BNA_EXECUTED_ADMIN_PACKAGE,BNA · Secretaría PyME,"convenio Res. 48/2013, cuenta, informes mensuales, legajos y facturación 2%",2013-2019,firma; fecha; cuenta; préstamo; CUIT; desembolso; cobro; mora; saldo; reporte; comisión; factura,ledger y reportes conciliables con Cuentas,DRAFT_NOT_SENT
RO178_52,FONDYF_ACT398_HANDOFF_FILE,Comité FONAPYME · Secretaría PyME,Acta 398 del 08/08/2014 y expediente de transferencia,2014-2016,asistentes; decisión; inventario; cuentas; responsables; pendientes; entrega; recepción,acta y traspaso con inventario,DRAFT_NOT_SENT
RO178_53,BID1192_CUADRO13_TOTAL_RECONCILIATION,CGN · UAI · SAF362 · programa,"Cuadros 13.2/13.3, mayores, conciliaciones y estados",2015-2016,cuenta; apertura; debe; haber; cierre; alcance; ajuste; total; certificante; respaldo,"reconciliar gaps 7171347.97, 8750817.97 y 1579470.00",DRAFT_NOT_SENT
RO179_54,MYPESII_2006_EXECUTED_COUNTERPART,Economía · Registro Oficial · SUD/Macro sucesores,contraparte ejecutada del modelo Res. 967/2006 y cadena de versiones,2004-2007,fecha; firmas; personería; versión; anexos; altas/bajas IFI; vigencia; expediente,copia íntegra firmada y certificada o negativo fundado por archivo,DRAFT_NOT_SENT
RO179_55,MYPESII_CLAUSE16_REPORTING_ARCHIVE,SUD/Macro · Credicoop · BCRA · UCP,"rendiciones, reportes trimestrales, archivos mensuales de deudores y auditorías",2004-extinción,período; crédito; IFI; tasa; mora; previsión; gasto; cobro; juicio; saldo; firma; auditor,"serie completa, inventario de faltantes y conciliación",DRAFT_NOT_SENT
RO179_56,MYPESII_IFI_GUARANTEE_EXECUTION,BCRA · SUD/Macro · Credicoop · Economía,"garantías, avisos de insuficiencia, aportes, débitos y acciones del Anexo III",2004-extinción,obligación; IFI; fecha; aviso; monto; cuenta; débito; moneda; interés; resultado; soporte,ledger de cada garantía activada/no activada y respaldo bancario,DRAFT_NOT_SENT
RO179_57,MYPESII_CREDIT_COLLATERAL_LEDGER,SUD/Macro · Credicoop · BCRA/UCP,"padrón de créditos, cesiones, pagarés, garantías y contraparte local",2004-extinción,crédito; CUIT testado; IFI; principal; tasa; fecha; cesión; garantía; desembolso; cobro; saldo,"padrón conciliado con cuentas y reportes, con datos personales testados",DRAFT_NOT_SENT
RO179_58,MYPESII_FIDUCIARY_ACCOUNTS_AND_FEES,SUD/Macro · BCRA · Economía,"extractos de cuentas fiduciarias, instrucciones, retribución, gastos e impuestos",2004-extinción,cuenta; fecha valor; débito; crédito; contraparte; concepto; comisión; gasto; impuesto; saldo,conciliación bancaria-contable completa,DRAFT_NOT_SENT
RO179_59,MYPESII_TO_FONDYF_TRANSITION,Economía · BCRA · BNA · BICE · fiduciario,"liquidación, cesión, novación o transferencia del fideicomiso 2006 al FONDYF/BNA",2011-2014,instrumento; fecha; patrimonio; cuentas; cartera; garantías; saldo; entrega; recepción; responsables,"crosswalk firmado de activos, pasivos, derechos y obligaciones",DRAFT_NOT_SENT
RO180_60,MYPESII_SIGNED_2004,Ministerio de Economía / Archivo General,"Contrato de Fideicomiso y Garantía e Indemnidad ejecutados el 26/05/2004, cinco ejemplares",2004,instrumento íntegro; firmas; personería; anexos; certificaciones,contraparte ejecutada completa o constancia formal de búsqueda,DRAFT_NOT_SENT
RO180_61,MYPESII_SIGNED_ADDENDA_2005,Ministerio de Economía / SIASA,Addenda ejecutada el 22/03/2005 aprobada por Res. 148/2005,2005,firma; fecha; anexos; registración,contraparte ejecutada,DRAFT_NOT_SENT
RO180_62,MYPESII_SIGNED_2005,Ministerio de Economía / SIASA,Contrato ejecutado el 19/08/2005 bajo Res. 389/2005,2005,contrato; anexos I-V; firmas; certificaciones,contraparte ejecutada,DRAFT_NOT_SENT
RO180_63,MYPESII_CLAUSE16_REPORTS,Ministerio/BCRA/SIASA,"Rendiciones, cartera, mora, tasas, previsiones, gastos, juicios, auditorías y archivos mensuales",2004-2009,fecha; IFI; crédito; saldo; tasa; mora; garantía; archivo,serie completa o inventario de huecos,DRAFT_NOT_SENT
RO180_64,MYPESII_GUARANTEE_EVENTS,BCRA/SIASA/Macro/Credicoop,"Avisos, aportes, débitos y acciones de garantía/indemnidad",2004-2009,obligación; IFI; fecha; saldo; aviso; débito; pago; cierre,ledger completo incluso cero eventos certificado,DRAFT_NOT_SENT
RO180_65,MYPESII_LIQUIDATION_FILE,Ministerio de Economía,Expediente S01:0431231/08 y resolución de liquidación,2008-2013,Carta de cierre; acto; inventario; balance; rendición; remanente,expediente íntegro y acto final,DRAFT_NOT_SENT
RO180_66,MYPESII_FACILITY_LEDGER,BCRA/UCP,Base operación por operación de la Facilidad en pesos 2007-2008,2007-2008,IFI; subprestatario seudonimizado; monto; TNA; CFT; comisión; seguro; plazo; destino; estado,dataset y diccionario,DRAFT_NOT_SENT
RO180_67,MYPESII_FONDYF_HANDOFF,Ministerio/BNA,Inventario y conciliación de recuperos BID 643/867/1192 transferidos a FONDYF,2008-2013,cuenta; saldo; crédito; mora; garantía; fecha de corte; asiento de apertura,puente saldo final 1192 a saldo inicial FONDYF,DRAFT_NOT_SENT
RO180_68,MYPESII_RES967_ACCESSION,Ministerio/Macro/Suquía/SIASA,"Instrumento de perfeccionamiento Res. 967 e incorporación de Nuevo Banco Suquía, si existió",2006-2009,firma; fecha; adhesión; anexos; vigencia; baja,documento o certificación de no perfeccionamiento definitivo,DRAFT_NOT_SENT
RO181_69,MYPESII_RES1406_FULL_ACT,Secretaría PyME / Ministerio de Economía,"Resolución 1406 de noviembre de 2014 íntegra, anexos y expediente de origen",2014,autoridad; fecha; número; vistos; fundamentos; parte dispositiva; monto por sujeto; firma,acto auténtico e íntegro,DRAFT_NOT_SENT
RO181_70,MYPESII_COMMISSION_METHOD,UCP / Secretaría PyME,Instructivo UCP remitido al fiduciario el 27/12/2005 y metodología completa,2005-2006,fórmula; day-count; trimestres; saldos; defectos; excesos; asignación; redondeo,reproducción del cálculo por período y banco,DRAFT_NOT_SENT
RO181_71,MYPESII_RES1406_NOTICES,Ministerio / Macro / Credicoop / Macro Fiducia,"notificaciones, cédulas, constancias de recepción e intimaciones Res. 1406",2014,fecha; destinatario; domicilio; monto; plazo; apercibimiento; recepción,notificación válida por sujeto,DRAFT_NOT_SENT
RO181_72,MYPESII_RES1406_APPEALS,Ministerio / Asuntos Jurídicos,recursos de reconsideración con jerárquico en subsidio de bancos y fiduciario,2014-2019,presentante; personería; agravios; prueba; fecha; efecto; expediente,escritos íntegros y foliatura,DRAFT_NOT_SENT
RO181_73,MYPESII_RES1406_FINAL_DECISION,Ministerio / Jefatura de Gabinete,dictámenes jurídicos y decisión final de recursos,2014-2026,dictamen; competencia; prescripción; cálculo; decisión; notificación; firmeza,acto final o certificación de pendencia,DRAFT_NOT_SENT
RO181_74,MYPESII_COMMISSION_PAYMENT_LEDGER,TGN / CGN / bancos / fiduciario,"mayores, provisiones, pagos, cobros, compensaciones y baja de comisión",2005-2026,fecha; moneda; importe; sujeto; cuenta; asiento; extracto; comprobante; saldo,conciliación de cuatro puntas,DRAFT_NOT_SENT
RO181_75,MYPESII_BCRA_REGISTRY_EXIT,BCRA,acto y reporte de baja del fideicomiso financiero 10155 entre dic-2011 y jun-2012,2011-2012,fecha; motivo; saldo; fiduciario; resolución; balance; destino,acto de salida registral y balance,DRAFT_NOT_SENT
RO181_76,MYPESII_MACRO_FIDUCIA_FINAL_ACCOUNTS,Macro Fiducia / fiduciario sucesor,"balance final, rendición, cartera, remanente y transferencia del fideicomiso 10155",2010-2014,crédito; cobro; mora; garantía; cuenta; gasto; comisión; remanente; destino,balance final auditado y conciliado,DRAFT_NOT_SENT
RO182_77,BID1192_MY4002_LEDGER_AND_STATEMENTS,SAF 362 · TGN · CGN · BCRA · fiduciario,"mayor, extractos, conciliaciones y asientos espejo de MY 4002 Fondo Comisión de Compromiso",2004-cierre definitivo,fecha; moneda; debe; haber; saldo; contraparte; concepto; expediente; comprobante; firmante,Conciliar cada movimiento con banco y acto; negativo técnico si la cuenta se cerró o migró.,DRAFT_NOT_SENT
RO182_78,BID1192_FINAL_CLOSURE_CERTIFICATE,SAF 362 · CGN/DAIF · UAI · SIGEN,documentación que certificó o descartó el cierre definitivo del BID 1192 después de la nota 3/2020,2020-2022,acto; fecha; autoridad; cuentas; saldos; destino; deudas; juicios; observaciones; anexos,"Debe explicar cero 2020, desaparición 2021 y destino de 16 cuentas históricas.",DRAFT_NOT_SENT
RO182_79,SIGEN_CUENTA_2018_2020_ARCHIVE_BINARIES,SIGEN ArchivoWeb / Archivo General,"binarios y anexos asociados a IdDocumento 201921, 204917 y 207827",2018-2021,IdDocumento; IdA; nombre; MIME; bytes; hash; fecha; versión; vínculo documental,"Entregar archivos o negativo técnico por cada IdDocumento/IdA, no búsqueda temática genérica.",DRAFT_NOT_SENT
RO183_80,MY4002_COMPLETE_LEDGER_2008_2018,SAF362 · CGN · TGN · BCRA,"mayor, asientos, extractos y conciliaciones MY4002",2008-2018,fecha; moneda; debe; haber; saldo; contraparte; comprobante; expediente; valuación,"conciliar cada fila anual y explicar gaps 2008, 2009, 2015 y 2018",DRAFT_NOT_SENT
RO183_81,MY4002_2018_BCRA_SUPPORT,SAF362 · BCRA · CGN,resumen remitido por UEPEX y extracto/certificación BCRA al 31/12/2018,2018,membrete; sello; fecha; cuenta; moneda; saldo; firmante; hash; expediente,confirmar o descartar ARS 569350.57 / ME 15182.68 con documento bancario identificable,DRAFT_NOT_SENT
RO183_82,RES1406_FULL_APPEAL_DECISION_PACKAGE,Ministerio de Producción/Economía · Asuntos Jurídicos · Secretaría PyME,"Res1406 noviembre 2014, expediente, intimaciones, recursos, dictámenes y decisión",2014-cierre,autoridad; fecha; monto; fórmula; bancos; fiduciario; notificación; recurso; dictamen; decisión; pago,"separar pretensión, deuda firme, pago y extinción por documento",DRAFT_NOT_SENT
