persona_id,persona,nivel_cargo,cargo_actual,jurisdiccion,oa_nombre,nombre_normalizado_exacto,oa_personas_por_cuit,oa_person_key,oa_anios_seleccionados,evidencia_misma_institucion_anios,presentacion_cargo_actual_localizada,ultimo_anio_oa,ultimo_organismo_oa,ultimo_cargo_oa,estado_revision_identidad,siguiente_accion
dip-humenuk-gladys,Gladys Humenuk,Diputados nacionales,Diputado/a nacional,Buenos Aires,HUMENUK GLADYS NOEMI,no,1,070b241946fae885,2022|2024,,sí,2024,CORREO OFICIAL DE LA REPUBLICA ARGENTINA SOCIEDAD,DIRECTORA en Correo Argentino,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-ianni-ana-maria,Ana María Ianni,Diputados nacionales,Diputado/a nacional,Santa Cruz,IANNI ANA MARIA,no,1,2771f2b249ea9448,2017|2018|2019|2020|2021|2022|2023|2024,2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-ibanez-maria-cecilia,María Cecilia Ibañez,Diputados nacionales,Diputado/a nacional,Cordoba,IBAÑEZ MARIA CECILIA,no,1,33dcc55b8268f703,2023|2024,2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-juliano-pablo,Pablo Juliano,Diputados nacionales,Diputado/a nacional,Buenos Aires,JULIANO PABLO ADRIAN,no,1,82e9e6cf7804aab3,2020|2023|2024,2020|2023|2024,sí,2024,,Diputado Nacional,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-kirchner-maximo-carlos,Máximo Carlos Kirchner,Diputados nacionales,Diputado/a nacional,Buenos Aires,KIRCHNER MAXIMO CARLOS,no,1,8400b7e378d944f9,2017|2018|2019|2020|2021|2022|2023|2024,2017|2018|2019|2020|2021|2022|2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,serie_curada,Mantener auditoría persona-año y sumar el ejercicio 2025 cuando exista fuente primaria.
dip-leiva-aldo,Aldo Leiva,Diputados nacionales,Diputado/a nacional,Chaco,LEIVA ALDO ADOLFO,no,1,deb2310d0fa82d45,2018|2019|2020|2021|2022|2023|2024,2019|2020|2021|2022|2023|2024,no,2024,,DIPUTADO NACIONAL,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-leone-andres,Andrés Leone,Diputados nacionales,Diputado/a nacional,Ciudad De Buenos Aires,LEONE ANDRES MARCELO,no,1,bfc44805b3df4b1f,2022|2024,2022|2024,sí,2024,SECRETARIA DE INDUSTRIA Y DESARROLLO PRODUCTIVO,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-lluch-enrique,Enrique Lluch,Diputados nacionales,Diputado/a nacional,Cordoba,LLUCH ENRIQUE,no,1,cc6d2eb79f442e67,2024,,sí,2024,DIRECCION NACIONAL DE VIALIDAD,JEFE DE DISTRITO,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-longo-johanna-sabrina,Johanna Sabrina Longo,Diputados nacionales,Diputado/a nacional,Buenos Aires,LONGO JOHANNA SABRINA,no,1,465a8eca3fed0c50,2022|2024,2022|2024,sí,2024,CORREO OFICIAL DE LA REPUBLICA ARGENTINA SOCIEDAD,CANDIDATA DIPUTADA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-lousteau-martin,Martín Lousteau,Diputados nacionales,Diputado/a nacional,Ciudad De Buenos Aires,LOUSTEAU MARTIN,no,1,49960983526375d2,2017|2018|2019|2020|2021|2022|2023|2024,2017|2018,no,2024,HONORABLE SENADO DE LA NACION,SENADOR NACIONAL,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-luque-juan-pablo,Juan Pablo Luque,Diputados nacionales,Diputado/a nacional,Chubut,LUQUE JUAN PABLO,no,1,3fecf885a1398e89,2020|2021|2022|2023|2024,,sí,2024,MINISTERIO DE RELACIONES EXTERIORES Y CULTO,CONSEJERO EN EMBAJADA ARGENTINA EN MADRID,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-manrique-mario,Mario Manrique,Diputados nacionales,Diputado/a nacional,Buenos Aires,MANRIQUE MARIO ROBERTO,no,1,53b32e4764d0ec95,2022|2023|2024,2022|2023|2024,sí,2024,SINDICATO DE MECANICOS Y AFINES DEL TRANSPORTE AUT,diputado nacional,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-marin-varinia-lis,Varinia Lis Marín,Diputados nacionales,Diputado/a nacional,La Pampa,MARIN VARINIA LIS,no,1,b9a8ca19fb9740ab,2021|2022|2023|2024,2021|2022|2023|2024,sí,2024,,Diputada,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-martinez-german-pedro,Germán Pedro Martínez,Diputados nacionales,Diputado/a nacional,Santa Fe,MARTINEZ GERMAN PEDRO,no,1,da87e12dc3a85c0c,2018|2019|2020|2021|2022|2023|2024,2018|2019|2020|2021|2022|2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-martinez-alvaro,Álvaro Martínez,Diputados nacionales,Diputado/a nacional,Mendoza,MARTINEZ ALVARO FERNANDO,no,1,fa7c08fc2ec6efea,2020|2021|2022|2023|2024,2020|2021|2022|2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO DE LA NACION,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-massot-nicolas,Nicolás Massot,Diputados nacionales,Diputado/a nacional,Buenos Aires,MASSOT NICOLAS MARIA,no,1,65ab0888dbd0327e,2017|2018|2019|2023|2024,2017|2018|2019|2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-matzkin-martin,Martín Matzkin,Diputados nacionales,Diputado/a nacional,La Pampa,MATZKIN MARTIN,no,1,2a0b4e8df069eab5,2017|2018|2019|2020|2021|2022|2023|2024,,sí,2024,PCIAS BS AS LA PAMPA Y RIO NEGRO ENTE EJECUTIVO PR,REPRESENTANTE,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-maureira-karina,Karina Maureira,Diputados nacionales,Diputado/a nacional,Neuquen,MAUREIRA KARINA ALEJANDRA,no,1,35a024ef3cac0a50,2024,2024,sí,2024,,DIPUTADA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-mayoraz-nicolas,Nicolás Mayoraz,Diputados nacionales,Diputado/a nacional,Santa Fe,MAYORAZ NICOLAS FERNANDO,no,1,37c67f2ee31b7aeb,2022|2023|2024,2022|2023|2024,sí,2024,,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-medina-gladys,Gladys Medina,Diputados nacionales,Diputado/a nacional,Tucuman,MEDINA GLADYS DEL VALLE,no,1,5836a729ff7262e8,2017|2018|2019|2020|2023|2024,2017|2018|2019|2020|2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADA DE LA NACION,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-menem-martin,Martín Menem,Diputados nacionales,Diputado/a nacional,La Rioja,MENEM MARTIN ALEXIS,no,1,1a15f926c7d53963,2022|2023|2024,2022|2023,sí,2024,,,serie_curada,Mantener auditoría persona-año y sumar el ejercicio 2025 cuando exista fuente primaria.
dip-michel-guillermo,Guillermo Michel,Diputados nacionales,Diputado/a nacional,Entre Rios,MICHEL GUILLERMO,no,1,05d218b5fecf3549,2022|2023|2024,2024,sí,2024,,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-molina-juan-carlos,Juan Carlos Molina,Diputados nacionales,Diputado/a nacional,Santa Cruz,MOLINA JUAN CARLOS,no,1,cca8eee22b6a48ab,2022,,sí,2022,SECRETARIA NACIONAL DE NIÑEZ -ADOLESCENCIA Y FAMIL,ASESOR AD HONOREM,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-molle-matias,Matías Molle,Diputados nacionales,Diputado/a nacional,Buenos Aires,MOLLE MATIAS,no,1,9dd54e4a1516da27,2022,2022,sí,2022,,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-montenegro-juan-pablo,Juan Pablo Montenegro,Diputados nacionales,Diputado/a nacional,Santa Fe,MONTENEGRO JUAN PABLO,no,1,bcb80dea879dd266,2022|2024,2022,sí,2024,ADMINISTRACION NACIONAL DE LA SEGURIDAD SOCIAL ANS,JEFE REGIONAL DEL LITORAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-morchio-francisco,Francisco Morchio,Diputados nacionales,Diputado/a nacional,Entre Rios,MORCHIO FRANCISCO ALEJANDRO,no,1,165a8eb47319df73,2022|2023|2024,2022|2023|2024,no,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-moreau-cecilia,Cecilia Moreau,Diputados nacionales,Diputado/a nacional,Buenos Aires,MOREAU CECILIA,no,1,1f783b9fa576fa15,2017|2018|2019|2020|2021|2022|2023|2024,2017|2018|2019|2020|2021|2022|2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-moyano-hugo-antonio,Hugo Antonio Moyano,Diputados nacionales,Diputado/a nacional,Buenos Aires,MOYANO HUGO ANTONIO,no,1,97b029d8e1f78c97,2024,2024,sí,2024,ESTUDIO JURIDICO DR. HUGO MOYANO & ASOCIADOS S.R.L,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-munoz-gabriela-luciana,Gabriela Luciana Muñoz,Diputados nacionales,Diputado/a nacional,Neuquen,MUÑOZ GABRIELA LUCIANA MABEL,no,1,fac54e84f608d0e1,2024,,sí,2024,ADMINISTRACION NACIONAL DE LA SEGURIDAD SOCIAL ANS,JEFE DE OFICINA ANSES NEUQUEN,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-neder-estela-mary,Estela Mary Neder,Diputados nacionales,Diputado/a nacional,Santiago Del Estero,NEDER ESTELA MARY,no,1,e4c8386997bd42bb,2017|2018|2019|2020|2021|2022|2023,2017|2018|2019|2020|2021|2022|2023,no,2023,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-niveyro-miriam,Miriam Niveyro,Diputados nacionales,Diputado/a nacional,Buenos Aires,NIVEYRO MIRIAM DEL CARMEN,no,1,d55f03bea7836817,2022|2024,,sí,2024,,DIRECTORA DE ACCESO AL SUELO URBANO,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-osuna-blanca-ines,Blanca Inés Osuna,Diputados nacionales,Diputado/a nacional,Entre Rios,OSUNA BLANCA INES,no,1,90a8f3176dc06369,2018|2019|2020|2021|2022|2023|2024,2018|2019|2020|2021|2022|2023|2024,no,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,Diputada Nacional,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-outes-pablo,Pablo Outes,Diputados nacionales,Diputado/a nacional,Salta,OUTES PABLO ISMAEL,no,1,d532c14cc20293b5,2023|2024,2023|2024,no,2024,,DIPUTADO NACIONAL,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-pagano-marcela-marina,Marcela Marina Pagano,Diputados nacionales,Diputado/a nacional,Buenos Aires,PAGANO MARCELA MARINA,no,1,3d0f7e46232e2cee,2022|2023|2024,2022|2023|2024,sí,2024,AMERICA T.V. SA,DIPUTADA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-palazzo-sergio-omar,Sergio Omar Palazzo,Diputados nacionales,Diputado/a nacional,Buenos Aires,PALAZZO SERGIO OMAR,no,1,7036ece7e08ec96f,2020|2021|2022|2023|2024,2020|2021|2022|2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-pareja-sebastian,Sebastián Pareja,Diputados nacionales,Diputado/a nacional,Buenos Aires,PAREJA SEBASTIAN MIGUEL,no,1,d9ee4d21f00136c3,2017|2018|2019|2023|2024,,sí,2024,HONORABLE SENADO DE LA NACION,SUBSECRETARIO DE INTEGRACION SOCIO URBANA,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-parola-maria-graciela,María Graciela Parola,Diputados nacionales,Diputado/a nacional,Formosa,PAROLA MARIA GRACIELA,no,1,c3bbc9b0a108b526,2018|2019|2020|2021|2022|2023|2024,2018|2019|2020|2021|2022|2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-patino-brizuela-marcos,Marcos Patiño Brizuela,Diputados nacionales,Diputado/a nacional,Cordoba,PATIÑO BRIZUELA MARCOS,no,1,6d35786c23228b2e,2024,,sí,2024,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBI,Director Ejecutivo UGL III,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-paulon-esteban,Esteban Paulón,Diputados nacionales,Diputado/a nacional,Santa Fe,PAULON ESTEBAN,no,1,483e5ca585b9cd63,2022|2023|2024,2022|2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-pedrali-gabriela,Gabriela Pedrali,Diputados nacionales,Diputado/a nacional,La Rioja,PEDRALI GABRIELA,no,1,320e1db059bbc6e6,2021|2022|2023|2024,,sí,2024,,,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-pelli-federico-agustin,Federico Agustín Pelli,Diputados nacionales,Diputado/a nacional,Tucuman,PELLI FEDERICO AGUSTIN,no,1,e97067d8209d38fe,2024,,sí,2024,,,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-peluc-jose,José Peluc,Diputados nacionales,Diputado/a nacional,San Juan,PELUC JOSE ASAD,no,1,a33a981165168dca,2017|2022|2023|2024,2022|2023|2024,no,2024,,DIPUTADO NACIONAL,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-penacca-paula-andrea,Paula Andrea Penacca,Diputados nacionales,Diputado/a nacional,Ciudad De Buenos Aires,PENACCA PAULA ANDREA,no,1,8325f36c5bc710a0,2018|2019|2020|2021|2022|2023,2018|2020|2021|2022|2023,no,2023,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,Diputada,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-petri-luis,Luis Petri,Diputados nacionales,Diputado/a nacional,Mendoza,PETRI LUIS ALFONSO,no,1,fc5982095c4972cc,2017|2018|2019|2020|2021|2022|2023|2024,2017|2018|2019|2020|2021|2022|2023|2024,sí,2024,,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-petrovich-maria-lorena,María Lorena Petrovich,Diputados nacionales,Diputado/a nacional,Buenos Aires,PETROVICH MARIA LORENA,no,1,53ea3e9dfe4d6fb4,2022|2024,2022,sí,2024,MINISTERIO DE SEGURIDAD,Directora Nacional de Bienestar,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-picat-luis-albino,Luis Albino Picat,Diputados nacionales,Diputado/a nacional,Cordoba,PICAT LUIS ALBINO,no,1,b45cc800f6967209,2022|2023|2024,2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,Diputado Nacional,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-pichetto-miguel-angel,Miguel Ángel Pichetto,Diputados nacionales,Diputado/a nacional,Buenos Aires,PICHETTO MIGUEL ANGEL,no,1,1045af7ec60f7a23,2017|2018|2019|2020|2021|2022|2023|2024,2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-picon-martinez-nancy-viviana,Nancy Viviana Picón Martínez,Diputados nacionales,Diputado/a nacional,San Juan,PICON MARTINEZ NANCY VIVIANA,no,1,4879c0d07159fa64,2022|2023,2022|2023,sí,2023,,DIPUTADA NACIONAL TITULAR EN PRIMER TERMINO,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-pietragalla-corti-horacio,Horacio Pietragalla Corti,Diputados nacionales,Diputado/a nacional,Buenos Aires,PIETRAGALLA CORTI HORACIO CESAR,no,1,4aeef3c2e853b570,2017|2018|2019|2020|2021|2022|2023|2024,2017|2018|2024,sí,2024,,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-pokoik-lorena,Lorena Pokoik,Diputados nacionales,Diputado/a nacional,Ciudad De Buenos Aires,POKOIK LORENA I,no,1,8309acfbf02371f8,2017|2018|2019|2020|2021|2022|2023|2024,2023|2024,no,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADA NACIONAL,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-ponce-maria-celeste,María Celeste Ponce,Diputados nacionales,Diputado/a nacional,Cordoba,PONCE MARIA CELESTE,no,1,bce48e23d16765c4,2022|2023,2022|2023,no,2023,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,Diputada Nacional,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-potenza-luciana,Luciana Potenza,Diputados nacionales,Diputado/a nacional,Buenos Aires,POTENZA LUCIANA,no,1,bc043dc3a8a5f54f,2021|2022|2023|2024,2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-propato-agustina-lucrecia,Agustina Lucrecia Propato,Diputados nacionales,Diputado/a nacional,Buenos Aires,PROPATO AGUSTINA LUCRECIA,no,1,cbce746a23646175,2020|2021|2022|2023|2024,2020|2021|2022|2023|2024,sí,2024,,DIPUTADA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-quintar-manuel,Manuel Quintar,Diputados nacionales,Diputado/a nacional,Jujuy,QUINTAR MANUEL,no,1,5ed57882b503d671,2023|2024,2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-rauschenberger-ariel,Ariel Rauschenberger,Diputados nacionales,Diputado/a nacional,La Pampa,RAUSCHENBERGER ARIEL,no,1,6bea597fb4e29583,2017|2018|2019|2020|2021|2023|2024,2017|2018|2019|2020|2021|2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,Diputado Nacional,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-razzini-veronica,Verónica Razzini,Diputados nacionales,Diputado/a nacional,Santa Fe,RAZZINI VERONICA GABRIELA,no,1,63ecebbf83f648a5,2022|2023,2022|2023,no,2023,,DIPUTADA NACIONAL,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-rizzotti-jorge,Jorge Rizzotti,Diputados nacionales,Diputado/a nacional,Jujuy,RIZZOTTI JORGE RAUL,no,1,0d2a10d239987f03,2019|2020|2021|2022|2023|2024,2022|2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-rodriguez-machado-laura-elena,Laura Elena Rodríguez Machado,Diputados nacionales,Diputado/a nacional,Cordoba,RODRIGUEZ MACHADO LAURA ELENA,no,1,30a2f39836dd84c8,2017|2018|2019|2020|2021|2023|2024,2021|2023|2024,sí,2024,,DIPUTADA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-rossi-agustin-oscar,Agustín Oscar Rossi,Diputados nacionales,Diputado/a nacional,Santa Fe,ROSSI AGUSTIN OSCAR,no,1,dd3b0846f5de54c0,2017|2018|2019|2020|2021|2022|2023,2017|2018,sí,2023,JEFATURA DE GABINETE DE MINISTROS,JEFE DE GABINETE DE MINISTROS DE LA NACIÓN,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-ruiz-yamila,Yamila Ruíz,Diputados nacionales,Diputado/a nacional,Misiones,RUIZ YAMILA LISETTE,no,1,c2a65e5fe2045b05,2022|2023|2024,2022|2023|2024,no,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADA NACIONAL,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-salzmann-marina-dorotea,Marina Dorotea Salzmann,Diputados nacionales,Diputado/a nacional,Buenos Aires,SALZMANN MARINA DOROTEA,no,1,05c7d7fdce55404b,2024,,sí,2024,MUNICIPALIDAD DE MARCOS PAZ,CONCEJAL MUNICIPALIDAD MARCOS PAZ,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-sanchez-wrba-javier,Javier Sánchez Wrba,Diputados nacionales,Diputado/a nacional,Buenos Aires,SANCHEZ WRBA JAVIER,no,1,896127c0618fe88b,2017|2018|2019|2020|2023|2024,2020,no,2024,HONORABLE SENADO DE LA NACION,Prosecretario Parlamentario de Bloque en el Senado,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-scaglia-gisela,Gisela Scaglia,Diputados nacionales,Diputado/a nacional,Santa Fe,SCAGLIA GISELA,no,1,a26fa0aadbab7350,2017|2018|2019|2020|2021|2024,2017|2018|2019|2020|2021|2024,sí,2024,,DIPUTADA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-schiaretti-juan,Juan Schiaretti,Diputados nacionales,Diputado/a nacional,Cordoba,SCHIARETTI JUAN,no,1,ff1a986c69df41aa,2022,,sí,2022,,PRESIDENTE DE LA NACION,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-selva-sabrina,Sabrina Selva,Diputados nacionales,Diputado/a nacional,Buenos Aires,SELVA SABRINA,no,1,d472d0056b2da275,2022|2023|2024,2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-serquis-adriana-cristina,Adriana Cristina Serquis,Diputados nacionales,Diputado/a nacional,Rio Negro,SERQUIS ADRIANA CRISTINA,no,1,ccd1c5aff583d17a,2021|2022|2023|2024,,sí,2024,,,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-siley-vanesa-raquel,Vanesa Raquel Siley,Diputados nacionales,Diputado/a nacional,Buenos Aires,SILEY VANESA RAQUEL,no,1,9307405adc08c952,2017|2018|2019|2020|2021|2022|2023|2024,2017|2018|2019|2020|2021|2022|2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADA NACIONAL DISTRITO OCIA BS AS,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-snopek-guillermo,Guillermo Snopek,Diputados nacionales,Diputado/a nacional,Jujuy,SNOPEK GUILLERMO EUGENIO MA,no,1,f39d9cca739ca071,2017|2018|2019|2020|2021|2022|2023|2024,2017|2023|2024,no,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-taiana-jorge,Jorge Taiana,Diputados nacionales,Diputado/a nacional,Buenos Aires,TAIANA JORGE ENRIQUE,no,1,cc92349857337e63,2017|2018|2019|2020|2021|2022|2023|2024,2024,sí,2024,,CANDIDATO A DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-tepp-caren,Caren Tepp,Diputados nacionales,Diputado/a nacional,Santa Fe,TEPP CAREN ESTEFANIA,no,1,f32b52210919c2b9,2024,2024,sí,2024,,Diputados/as Nacionales- Distrito Santa Fe,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-tita-paulo-agustin,Paulo Agustín Tita,Diputados nacionales,Diputado/a nacional,Tierra Del Fuego,TITA PAULO AGUSTIN,no,1,4b87a331a6892734,2024,2024,sí,2024,,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-todero-pablo,Pablo Todero,Diputados nacionales,Diputado/a nacional,Neuquen,TODERO PABLO ALEJANDRO,no,1,2061dc2fde05cca3,2020|2021|2022|2023|2024,2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
