persona_id,persona,nivel_cargo,jurisdiccion,estado_revision,oa_nombre,oa_person_key,anios,presentaciones_seleccionadas,anios_misma_institucion,organismos,cargos,senal_preclasificacion,publicable,motivo_no_publicacion
dip-gomez-jose,José Gomez,Diputados nacionales,Santiago Del Estero,identidad_confirmada_cruce_oficial,GOMEZ JOSE ALEJANDRO,f9424a89b073d5af,2020|2021|2022|2023,4,,FUERZA AEREA ARGENTINA,integrante comision evaluadora | JEFE DE UOC,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-gonzalez-alvaro,Álvaro González,Diputados nacionales,Ciudad De Buenos Aires,identidad_confirmada_cruce_oficial,GONZALEZ ALVARO ERNESTO,27c1b3f7a52404b6,2017|2018|2019|2020,4,,PREFECTURA NAVAL ARGENTINA,PREFECTO,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-gonzalez-alvaro,Álvaro González,Diputados nacionales,Ciudad De Buenos Aires,identidad_confirmada_cruce_oficial,GONZALEZ ALVARO GUSTAVO,a8a2c6ae6d411a72,2017|2018|2019|2020|2021|2022|2023|2024,8,2017|2018|2019|2020|2021|2022|2023|2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,candidato_misma_institucion,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-gutierrez-carlos,Carlos Gutiérrez,Diputados nacionales,Cordoba,identidad_confirmada_cruce_oficial,GUTIERREZ CARLOS MARIO,21184a5df7ac16f7,2018|2019|2020|2021|2022|2023|2024,7,2018|2019|2020|2021|2022|2023|2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,candidato_misma_institucion,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-gutierrez-carlos,Carlos Gutiérrez,Diputados nacionales,Cordoba,identidad_confirmada_cruce_oficial,GUTIERREZ CARLOS RAMIRO,3609c79797c4f74e,2018|2019|2020|2021|2022|2023|2024,7,2018|2019|2020|2021|2022|2023|2024,,Diputado | DIPUTADO NACIONAL,candidato_misma_institucion,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-gutierrez-carlos,Carlos Gutiérrez,Diputados nacionales,Cordoba,identidad_confirmada_cruce_oficial,GUTIERREZ CARLOS JESUS,38e4087ab280b324,2017,1,,GENDARMERIA NACIONAL,OFICIAL SUPERIOR,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-gutierrez-carlos,Carlos Gutiérrez,Diputados nacionales,Cordoba,identidad_confirmada_cruce_oficial,GUTIERREZ CARLOS JOAQUIN,66ffc566eb21b268,2023|2024,2,,AGENCIA DE RECAUDACION Y CONTROL ADUANERO,FUNCIONARIO PUBLICO,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-gutierrez-carlos,Carlos Gutiérrez,Diputados nacionales,Cordoba,identidad_confirmada_cruce_oficial,GUTIERREZ CARLOS FABIAN,8b5f27b69fa34ef9,2019|2020|2021|2022|2023|2024,6,,PREFECTURA NAVAL ARGENTINA | PREFECTURA NAVAL ARGENTINA O. P.,Integrante Comisión Evaluadora | Integrante Comision Evaluadora | Integrante Comisión Evaluaadora,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-gutierrez-carlos,Carlos Gutiérrez,Diputados nacionales,Cordoba,identidad_confirmada_cruce_oficial,GUTIERREZ CARLOS ANIBAL,eb66b9f391e40562,2017|2018,2,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,JEFE DE AGENCIA DE EXTENCIÓN RURAL,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-marino-juan,Juan Marino,Diputados nacionales,Buenos Aires,identidad_confirmada_cruce_oficial,MARINO JUAN CARLOS,049d02e346e2a3b7,2017|2018|2019,3,,,SENADOR DE LA NACION,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-marino-juan,Juan Marino,Diputados nacionales,Buenos Aires,identidad_confirmada_cruce_oficial,MARINO JUAN ANTONIO,57c492c48270ac36,2024,1,,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBI,Jefe de agencia,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-marino-juan,Juan Marino,Diputados nacionales,Buenos Aires,identidad_confirmada_cruce_oficial,MARINO JUAN,96e4d1ad398bfe84,2018|2022|2023|2024,4,2022|2023|2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO,candidato_misma_institucion,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-montenegro-guillermo,Guillermo Montenegro,Diputados nacionales,Buenos Aires,identidad_confirmada_cruce_oficial,MONTENEGRO GUILLERMO MAXIMILIANO,101398818f48c660,2022|2023,2,2023,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,Diputado Nacional,candidato_misma_institucion,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-montenegro-guillermo,Guillermo Montenegro,Diputados nacionales,Buenos Aires,identidad_confirmada_cruce_oficial,MONTENEGRO GUILLERMO TRISTAN,18523419400e7254,2017|2018|2019,3,2017|2018|2019,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,candidato_misma_institucion,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-montenegro-guillermo,Guillermo Montenegro,Diputados nacionales,Buenos Aires,identidad_confirmada_cruce_oficial,MONTENEGRO GUILLERMO AGUEDO,8309989506678fe4,2017|2018|2019|2020|2021|2022|2023|2024,8,,ENTE NACIONAL DE COMUNICACIONES,PARTICIPANTE COMISION EVALUADORA | Subdirector Nacional de Servicio Universal | Director Nacional | DIRECTOR NACIONAL,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-monzon-roxana,Roxana Monzón,Diputados nacionales,Buenos Aires,identidad_confirmada_cruce_oficial,MONZON ROXANA VALERIA,b8755996452c4fa6,2017|2018|2019|2020|2021|2022|2023|2024,8,,MINISTERIO SECRETARIA GENERAL DEL PODER EJECUTIVO,SUBSECRETARIA DE GESTION PUBLICA | SUBSECRETARIA,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-monzon-roxana,Roxana Monzón,Diputados nacionales,Buenos Aires,identidad_confirmada_cruce_oficial,MONZON ROXANA ELIZABETH,c7cd76b452d949d8,2022|2023|2024,3,2022|2023|2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION | MUNICIPALIDAD DE MERLO,diputada nacional por la provincia de Buenos Aires | diputada nacional de la provincia de buenos aires,candidato_misma_institucion,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-nunez-jose,José Nuñez,Diputados nacionales,Santa Fe,identidad_confirmada_cruce_oficial,NUÑEZ JOSE RAMON,1566434547896bce,2017|2018|2019,3,,GENDARMERIA NACIONAL,JEFE DE DESTAPREBA | JEFE DE DEPARTAMENTO DE ANTECEDENTES,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-nunez-jose,José Nuñez,Diputados nacionales,Santa Fe,identidad_confirmada_cruce_oficial,NUÑEZ JOSE MARIA,37bd2bcbf2b8f3bf,2017|2018|2019|2020|2021|2022,6,,,,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-nunez-jose,José Nuñez,Diputados nacionales,Santa Fe,identidad_confirmada_cruce_oficial,NUÑEZ JOSE LITO,53d052b9c959db3a,2017|2018|2019|2020|2021|2022|2023|2024,8,,MINISTERIO DE AGROINDUSTRIA | MINISTERIO DE AGRICULTURA -GANADERIA Y PESCA | SECRETARIA DE AGRICULTURA -GANADERIA Y PESCA,COORDINADOR | Coordinador | COMISION EVALUADORA | COMISION DE EVALUACION DE OFERTAS | COMISION EVALUADORA DE OFERTAS | Comisión evaluadora de ofertas,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-nunez-jose,José Nuñez,Diputados nacionales,Santa Fe,identidad_confirmada_cruce_oficial,NUÑEZ JOSE FELIX,5ab6b792abaf5446,2019|2020|2021|2022|2023|2024,6,,POLICIA FEDERAL ARGENTINA,Oficial Policia Federal Argentina 2do jefe | SUBCOMISARIO,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-nunez-jose,José Nuñez,Diputados nacionales,Santa Fe,identidad_confirmada_cruce_oficial,NUÑEZ JOSE RAMON,6c217b41d50db65f,2018|2019|2020|2021|2022|2023|2024,7,,FUERZA AEREA ARGENTINA,Tesorero del Casino de Suboficiales del E.M.G.F.A | Encargado de departamento de Economía de D.G.M.,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-nunez-jose,José Nuñez,Diputados nacionales,Santa Fe,identidad_confirmada_cruce_oficial,NUÑEZ JOSE CARLOS,8d9566d3eade51fa,2017|2018|2019|2020|2021|2022|2023|2024,8,2017|2018|2019|2020|2021|2022|2023|2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,candidato_misma_institucion,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-nunez-jose,José Nuñez,Diputados nacionales,Santa Fe,identidad_confirmada_cruce_oficial,NUÑEZ JOSE MARTIN,ee2f28ceb1d87aca,2017|2018|2019|2020|2021|2022|2023|2024,8,,ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS | AGENCIA DE RECAUDACION Y CONTROL ADUANERO,GUARDA - SERVICIOS EXTRAORDINARIOS | EMPLEADO/OFICINISTA | Empleado | Servicios extraordinarios | ADMINISTRADOR DE ADUANA | Administrador de Aduana,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-rodriguez-miguel,Miguel Rodríguez,Diputados nacionales,Tierra Del Fuego,sin_registro_oa_2017_2024_identidad_desambiguada,RODRIGUEZ MIGUEL ANGEL,197ff7d8287566a4,2017|2018|2019|2020,4,,PREFECTURA NAVAL ARGENTINA,ENCARGADO ESCUELA SUPERIOR PREFECTURA NAVAL ARG | COMISIÓN DE APERTURA ESCUELA SUPERIOR,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-rodriguez-miguel,Miguel Rodríguez,Diputados nacionales,Tierra Del Fuego,sin_registro_oa_2017_2024_identidad_desambiguada,RODRIGUEZ MIGUEL ANGEL,32dee9b017eeed36,2020|2021|2022|2023|2024,5,,PREFECTURA NAVAL ARGENTINA | PREFECTURA NAVAL ARGENTINA O. P.,PREFECTO | Prefecto,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-rodriguez-miguel,Miguel Rodríguez,Diputados nacionales,Tierra Del Fuego,sin_registro_oa_2017_2024_identidad_desambiguada,RODRIGUEZ MIGUEL ANGEL,41560c3e007654be,2018|2019|2020,3,,UNIVERSIDAD NACIONAL DE CORDOBA,VICEDECANO,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-rodriguez-miguel,Miguel Rodríguez,Diputados nacionales,Tierra Del Fuego,sin_registro_oa_2017_2024_identidad_desambiguada,RODRIGUEZ MIGUEL ALEJANDRO,82d3dfee8273613e,2024,1,2024,RODRIGUEZ MIGUEL ALEJANDRO,DIPUTADO NACIONAL,candidato_misma_institucion,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-rodriguez-miguel,Miguel Rodríguez,Diputados nacionales,Tierra Del Fuego,sin_registro_oa_2017_2024_identidad_desambiguada,RODRIGUEZ MIGUEL ANGEL,bf4b2ab7417558a9,2017,1,,UNIVERSIDAD TECNOLOGICA NACIONAL,comisión apertura de ofertas,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-rodriguez-miguel,Miguel Rodríguez,Diputados nacionales,Tierra Del Fuego,sin_registro_oa_2017_2024_identidad_desambiguada,RODRIGUEZ MIGUEL ANGEL,c95eb52db392758d,2017|2018|2019,3,,POLICIA FEDERAL ARGENTINA,COMISARIO | Comisario,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
dip-rodriguez-miguel,Miguel Rodríguez,Diputados nacionales,Tierra Del Fuego,sin_registro_oa_2017_2024_identidad_desambiguada,RODRIGUEZ MIGUEL MARCELO,e9dc52e166ac7d67,2017|2018|2019|2020|2021|2022|2023|2024,8,,GENDARMERIA NACIONAL,VOCAL SUPLENTE COM. EVALUADORA DIR. CRIMINALISTICA | VOCAL SUPLENTE COM.EVALUADORA DIR. CRIMINALISTICA | VOCAL SUPLENTE COM. EVALUADORA DIR -CRIMINALISTICA | OFICIAL JEFE DIRECTOR DEL CENTRO EDUCATIVO | JEFE DEPARTAMENTO CRIMINALISTICA DEL COMANDO DE RE | OFICIAL JEFE DE GENDARMERIA NACIONAL,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
sen-recalde-mariano,Mariano Recalde,Senado nacional,Ciudad Autónoma de Buenos Aires,identidad_confirmada_cruce_oficial,RECALDE MARIANO,0aa8ab40a874d3e5,2018|2019|2020|2021|2022|2023|2024,7,2018|2019|2020|2021|2022|2023|2024,HONORABLE SENADO DE LA NACION,SENADOR | Senador Nacional | SENADOR NACIONAL | SENADOR DE LA NACION | SI,candidato_misma_institucion,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
sen-recalde-mariano,Mariano Recalde,Senado nacional,Ciudad Autónoma de Buenos Aires,identidad_confirmada_cruce_oficial,RECALDE MARIANO RAUL,2059dcdd143092b3,2018|2019,2,,GENDARMERIA NACIONAL,Comision al exterior Embajada en rep de haiti | SEGURIDAD EMBAJADA ARGENTINA EN REP DE HAITI,sin_coincidencia_institucional,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-ba-dip-fernandez-maria-laura,Fernández Maria Laura,Legislaturas provinciales,Buenos Aires,historial_oa_posible_cargo_nacional_previo,FERNANDEZ MARIA LAURA,68fcf80c400ccccd,2021,1,,MINISTERIO DE DESARROLLO TERRITORIAL Y HABITAT,COORDINADORA DE SEGUIMIENTO DE OBRAS,requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-ba-dip-fernandez-maria-laura,Fernández Maria Laura,Legislaturas provinciales,Buenos Aires,historial_oa_posible_cargo_nacional_previo,FERNANDEZ MARIA LAURA,ae939ccd48316785,2018|2019|2020|2021|2022|2023|2024,7,,DIRECCION GENERAL DE FABRICACIONES MILITARES | FABRICACIONES MILITARES SOCIEDAD DEL ESTADO | ADMINISTRACION DE INFRAESTRUCTURAS FERROVIARIA SOC | OPERADORA FERROVIARIA S.A.,COMISION EVALUADORA | COMISIÓN EVALUADORA | Comisión Evaluadora | comisión evaluadora | Miembro suplente de la Comisión Evaluadora | Comision evaluadora,requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-ba-dip-fernandez-maria-laura,Fernández Maria Laura,Legislaturas provinciales,Buenos Aires,historial_oa_posible_cargo_nacional_previo,FERNANDEZ MARIA LAURA,dc386997d394be39,2017,1,,ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS,Empleada de atencion al publico,requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-ba-sen-lopez-roxana,Roxana Lopez,Legislaturas provinciales,Buenos Aires,sin_registro_oa_2017_2024_identidad_desambiguada,LOPEZ ROXANA DEL VALLE,13397b11dbed6aea,2017|2018|2019|2020|2021|2022|2023|2024,8,,ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS | AGENCIA DE RECAUDACION Y CONTROL ADUANERO,SUPERVISOR FISCALIZACION PREVENTIVA | SUPERVISOR DE FISCALIZACION PREVENTIVA | SUPERVISORA DE FISCALIZACIONREVENTIVA | JEFA DE DIVISION ADMINISTRATIVA,requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-ba-sen-lopez-roxana,Roxana Lopez,Legislaturas provinciales,Buenos Aires,sin_registro_oa_2017_2024_identidad_desambiguada,LOPEZ ROXANA JUDITH,3a8b9ed7fb6ca26b,2017|2018|2019|2020|2021|2022|2023|2024,8,,GENDARMERIA NACIONAL,INT SECTOR GASTOS EN PERSONAL | ENC SECTOR GASTOS EN PERSONAL | ENCARGADO DEL SECTOR GASTOS EN PERSONAL | Enc sector compras Esc 11 San Ignacio | Responsable sector cpras e11 San Ignacio | RESP. DEL SECTOR COMPRAS DEL ESC 11 SAN IGNACIO,requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-caba-leg-alonso-laura,Laura Alonso,Legislaturas provinciales,Ciudad Autónoma de Buenos Aires,identidad_confirmada_cruce_oficial,ALONSO LAURA VIRGINIA,57bca00595a25666,2023,1,,,,requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-caba-leg-alonso-laura,Laura Alonso,Legislaturas provinciales,Ciudad Autónoma de Buenos Aires,identidad_confirmada_cruce_oficial,ALONSO LAURA CECILIA,64b0b21373d27b43,2017|2018|2019|2020|2021|2022|2023|2024,8,,ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS | AGENCIA DE RECAUDACION Y CONTROL ADUANERO,Supervisora | Consejera Técnica | Consejero Técnico de Fiscalización | Consejero Técnico | ConsejeroTécnico | Inspector,requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-caba-leg-alonso-laura,Laura Alonso,Legislaturas provinciales,Ciudad Autónoma de Buenos Aires,identidad_confirmada_cruce_oficial,ALONSO LAURA,8c82568d76d60881,2017|2018|2019,3,,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Secr.de Etica Pública -Trans.y L.contra Corrupción,requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-caba-leg-alonso-laura,Laura Alonso,Legislaturas provinciales,Ciudad Autónoma de Buenos Aires,identidad_confirmada_cruce_oficial,ALONSO LAURA VALERIA,fa3b3aa38d00cb4f,2017|2018|2019|2020|2021|2022|2023,7,,MINISTERIO DE EDUCACION | HONORABLE CAMARA DE DIPUTADOS DE LA NACION | MINISTERIO DE DESARROLLO SOCIAL,SUBSEC DE GESTION Y COORD DE POLIT UNIVERSITARIAS | DIPUTADA NACIONAL | SECRETARIA DE INCLUSIÓN SOCIAL | SECRETARIA DE INCLUSION SOCIAL | SECRETARIO DE INCLUSION SOCIAL,requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-sf-dip-gonzalez-marcelo,Marcelo GONZÁLEZ,Legislaturas provinciales,Santa Fe,sin_registro_oa_2017_2024_identidad_desambiguada,GONZALEZ MARCELO RAMON,1f3389c463fae5bc,2017,1,,RADIO Y TELEVISION ARGENTINA S.E.,ASESOR,requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-sf-dip-gonzalez-marcelo,Marcelo GONZÁLEZ,Legislaturas provinciales,Santa Fe,sin_registro_oa_2017_2024_identidad_desambiguada,GONZALEZ MARCELO DANIEL,437c89d7d737e49c,2020|2022|2024,3,,,diputado nacional | DIPUTADO NACIONAL,requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-sf-dip-gonzalez-marcelo,Marcelo GONZÁLEZ,Legislaturas provinciales,Santa Fe,sin_registro_oa_2017_2024_identidad_desambiguada,GONZALEZ MARCELO ADRIAN,66853576ce40b4f4,2022|2023,2,,,,requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-sf-dip-gonzalez-marcelo,Marcelo GONZÁLEZ,Legislaturas provinciales,Santa Fe,sin_registro_oa_2017_2024_identidad_desambiguada,GONZALEZ MARCELO RICARDO,935082f53134c8bc,2017|2018|2019|2020|2021|2022|2023|2024,8,,GENDARMERIA NACIONAL,ENCARGADO DE LOGISTICA | SUPLENTE DE LA COMISION DE RECEPCION | ENCARGADO LOGISTICO DEL ESC SEG VIAL AUT SUR,requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-sf-dip-gonzalez-marcelo,Marcelo GONZÁLEZ,Legislaturas provinciales,Santa Fe,sin_registro_oa_2017_2024_identidad_desambiguada,GONZALEZ MARCELO JOSE,9a811a97eb0fe43d,2017|2018|2019|2020|2021|2022|2023|2024,8,,ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS | AGENCIA DE RECAUDACION Y CONTROL ADUANERO,GUARDA - GUIA DE CANES | GAURDA GUIA DE CANES | GUARDA GUIA DE CANES | GUARDA GUIA DE CAN | GUARDA GUIA CAN | GUIA CAN,requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-sf-dip-gonzalez-marcelo,Marcelo GONZÁLEZ,Legislaturas provinciales,Santa Fe,sin_registro_oa_2017_2024_identidad_desambiguada,GONZALEZ MARCELO HECTOR,9cf3fe264631185b,2017|2018|2019|2020|2021|2022|2023|2024,8,,BANCO CENTRAL DE LA REPUBLICA ARGENTINA,Subgerente,requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-sf-dip-gonzalez-marcelo,Marcelo GONZÁLEZ,Legislaturas provinciales,Santa Fe,sin_registro_oa_2017_2024_identidad_desambiguada,GONZALEZ MARCELO EDUARDO,afe142a310e271f7,2024,1,,GENDARMERIA NACIONAL,seguridad,requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-sf-dip-gonzalez-marcelo,Marcelo GONZÁLEZ,Legislaturas provinciales,Santa Fe,sin_registro_oa_2017_2024_identidad_desambiguada,GONZALEZ MARCELO ESTEBAN,b19b4d769a65d286,2017|2018|2019|2020|2021|2022|2023|2024,8,,ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS | AGENCIA DE RECAUDACION Y CONTROL ADUANERO,JEFATURA DE DISTRITO | JEFE DE DISTRITO | JEFE DISTRITO AZUL DRMDP - AFIP-DGI | JEFE DISTRITO AZUL DRMDP-AFIP-DGI | JEDE DE DISTRITO AZUL AFIP - DGI | JEFE DISTRITO AZUL - AFIP DGI | JEFE DISTRITO AZUL ARCA (EX),requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-sf-dip-gonzalez-marcelo,Marcelo GONZÁLEZ,Legislaturas provinciales,Santa Fe,sin_registro_oa_2017_2024_identidad_desambiguada,GONZALEZ MARCELO JOSE,b336c12f11369bbc,2022,1,,BIBLIOTECA DEL CONGRESO DE LA NACION,DIRECTOR DE ASESORIA JURIDICA,requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-sf-dip-gonzalez-marcelo,Marcelo GONZÁLEZ,Legislaturas provinciales,Santa Fe,sin_registro_oa_2017_2024_identidad_desambiguada,GONZALEZ MARCELO FABIAN,b3fe59666c45f67f,2024,1,,CONTADURIA GENERAL DEL EJERCITO,J Div Ec Caz Patag - DEOP - EA,requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-sf-dip-gonzalez-marcelo,Marcelo GONZÁLEZ,Legislaturas provinciales,Santa Fe,sin_registro_oa_2017_2024_identidad_desambiguada,GONZALEZ MARCELO,d332b09d76d90417,2017,1,,,,requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-sf-dip-gonzalez-marcelo,Marcelo GONZÁLEZ,Legislaturas provinciales,Santa Fe,sin_registro_oa_2017_2024_identidad_desambiguada,GONZALEZ MARCELO RAMON ADRIAN,e32b7f29dd71077c,2021|2022|2023|2024,4,,GENDARMERIA NACIONAL,MIEMBRO TITULAR DE LA COMISION EVALUADORA DEL ESC | INTEGRANTE COMISION EVALUADORA | MIEMBRO TITULAR DE LA COMISIÓN EVALUADORA | MIEMBRO TITULAR DE LA COMISION EVALUADORA,requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-sf-dip-rojas-sergio,Sergio ROJAS,Legislaturas provinciales,Santa Fe,sin_registro_oa_2017_2024_identidad_desambiguada,ROJAS SERGIO DAVID,46091ab58c7b8cf9,2017|2018|2019,3,,GENDARMERIA NACIONAL,SUPLENTE COMISION EVALUADORA DEL ESCUADRON 19 INGE | SUPLENTE COMISION EVALUADORA ESCUADRON 19 INGENIER | ALFEREZ DEST. MOV. 1 CAMPO DE MAYO,requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
prov-sf-dip-rojas-sergio,Sergio ROJAS,Legislaturas provinciales,Santa Fe,sin_registro_oa_2017_2024_identidad_desambiguada,ROJAS SERGIO EDUARDO,fc2fa021ade22645,2020|2021,2,,FACULTAD DE BELLAS ARTES PARA TODOS,Profesor Titular Dedicación Exclusiva | PROFESOR TITULAR DEDICACION EXCLUSIVA,requiere_puente_biografico_oficial,no,La clave fiscal permanece enmascarada y requiere evidencia oficial independiente que vincule esta trayectoria con la persona vigente.
