id,tema,institucion,titulo,url_original,archivo_local,fecha_descarga,fecha_publicacion,codigo_serie,periodo_utilizado,tipo,sha256,nota
voii_eeff_fy2023_annexq_pending_v102,ciclo_ajuste_bancos,Banco VOII S.A.,Banco VOII · EEFF anuales · 31/12/2023 · Annex Q,https://www.voii.com.ar/wp-content/uploads/2023/07/Banco-Voii-SA-ESF-2023-12-Final.pdf,/research/ciclo_ajuste/inputs/issuer_retrieval/v106/binaries/voii_fy_2023.pdf,2026-08-29,2024-03-11,,2023-12,PDF oficial · binario original preservado,1d06bb61c635893e9eac7dadba8a3d00a22fd3bbdfd6d4c16ee005fd5b131eb9,"V106: original issuer bytes preserved (1,925,193 bytes; 126 pages; %PDF-); Annex Q visually revalidated. Stable source ID retained despite legacy _pending suffix."
banco_rioja_eeff_fy2023_annexq_pending_v102,ciclo_ajuste_bancos,Banco Rioja S.A.U.,Banco Rioja · EEFF anuales · 31/12/2023 · Annex Q,https://bancorioja.com.ar/pdf/EEFF-BR-2023.pdf,/research/ciclo_ajuste/inputs/source_sync/v161/binaries/banco_rioja_eeff_fy2023.pdf,2026-08-31,,,2023-12,PDF oficial · binario preservado,5e7f47c7db5407e9eb0dd804da514d0558191670df2f0f2494406b1103f12ec1,"V102 web-verificado + inspección visual. FY Annex Q BCRA repo income 14,409,056k / expense 7,844k. Dec raw 511108=14,250,267k mismatches income by 158,789k; 521108=7,844k exact. Used as falsifier; no promotion. V161 recupera el original de 86 páginas y confirma visualmente el Anexo Q; se mantiene el tratamiento de falsificador sin promoción automática."
e0_bcra_estados_contables_2001_notas,ciclo_ajuste_historico,BCRA,BCRA · Estados contables 2001 · notas,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/e2001notas.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v107/binaries/bcra_estados_contables_2001_notas.pdf,2026-08-29,2002,,2001,PDF oficial · binario preservado,b8757edb497a599661448cfb5a8f0f0dcdeba19d57dc938472aa44556866ac4b,"V107 E0: 83,671 bytes; 22 pages. Notas oficiales sobre crisis, mercados cambiarios, pesificación, depósitos y opciones de canje; páginas materiales renderizadas y verificadas."
e0_bcra_informe_congreso_2002,ciclo_ajuste_historico,BCRA,BCRA · Informe al Honorable Congreso de la Nación 2002,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/inf2002.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v107/binaries/bcra_informe_congreso_2002.pdf,2026-08-29,2003,,2001-2002,PDF oficial · binario preservado,203afdc58e20172cf3737519e777d257e06d7d79adc8cdc948d4d28ff2062024,"V107 E0: 3,047,360 bytes; 128 pages. Cronología normativa y descripción oficial de pesificación y compensaciones; páginas materiales renderizadas y verificadas."
e0_bcra_informe_congreso_2003,ciclo_ajuste_historico,BCRA,BCRA · Informe al Honorable Congreso de la Nación 2003,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/inf2003.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v107/binaries/bcra_informe_congreso_2003.pdf,2026-08-29,2004,,2003,PDF oficial · binario preservado,cf969b24217e4d34087e31cbb0abe7c1b773e514694d717afc2b699e169b11a1,"V107 E0: 3,129,790 bytes; 104 pages. Original preservado y visualmente autenticado; extracción textual detallada pendiente por codificación de fuentes del PDF."
e0_bcra_bef_1s2004,ciclo_ajuste_historico,BCRA,BCRA · Boletín de Estabilidad Financiera · primer semestre 2004,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/bef0104e.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v107/binaries/bcra_bef_1s2004.pdf,2026-08-29,2004,,2001-2003,PDF oficial · binario preservado,15f22f1a95dacb512f61c91ad9144a6fef32c5518e580373afd1bb3aa546a03a,"V107 E0: 1,235,278 bytes; 64 pages. Cuadro oficial de caída real de depósitos y patrimonio neto y texto sobre pérdidas 2002/recuperación 2003; páginas materiales renderizadas y verificadas."
e0_infoleg_decreto_1570_2001,ciclo_ajuste_historico,Poder Ejecutivo Nacional,Decreto 1570/2001 · restricciones a transacciones y retiros,https://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/70355/texact.htm,/research/ciclo_ajuste/inputs/historical_retrieval/v107/binaries/infoleg_decreto_1570_2001.html,2026-08-29,2001-12-01,,2001-12,HTML oficial · copia preservada,0b76605f7738bb40e8e55a122dd3dbf64fcf2adaa87388b69185039fe9901aca,"V107 E0: texto actualizado oficial InfoLeg; 18,528 bytes. Fuente legal primaria para la cronología; no cuantifica por sí sola incidencia neta."
e0_infoleg_ley_25561,ciclo_ajuste_historico,Congreso de la Nación,Ley 25.561 · Emergencia Pública y Reforma del Régimen Cambiario,https://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/71477/texact.htm,/research/ciclo_ajuste/inputs/historical_retrieval/v107/binaries/infoleg_ley_25561.html,2026-08-29,2002-01-07,,2002-01,HTML oficial · copia preservada,7767d20cba27e165581d8787982334eb439db05356907716fd0b0a381d0795e6,"V107 E0: texto actualizado oficial InfoLeg; 30,832 bytes. Marco de emergencia y salida del régimen; no se interpreta como una fecha única de tratamiento."
e0_infoleg_decreto_214_2002,ciclo_ajuste_historico,Poder Ejecutivo Nacional,Decreto 214/2002 · reordenamiento del sistema financiero,https://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/72017/texact.htm,/research/ciclo_ajuste/inputs/historical_retrieval/v107/binaries/infoleg_decreto_214_2002.html,2026-08-29,2002-02-04,,2002-02,HTML oficial · copia preservada,097907208b444b2ad5d27058550818222f7dc99b94882df7cf691f0537e2c1fd,"V107 E0: texto actualizado oficial InfoLeg; 34,471 bytes. Regula pesificación y CER; diseño legal no equivale a monto fiscal realizado ni a ganancia neta bancaria."
e0_infoleg_decreto_471_2002,ciclo_ajuste_historico,Poder Ejecutivo Nacional,Decreto 471/2002 · obligaciones del sector público en moneda extranjera,https://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/72885/norma.htm,/research/ciclo_ajuste/inputs/historical_retrieval/v107/binaries/infoleg_decreto_471_2002.html,2026-08-29,2002-03-13,,2002-03,HTML oficial · copia preservada,7605ce0db5fd64b3f946faa7237527d2aaef0c05602476eaa6be42666a42fdf5,"V107 E0: ficha/texto oficial InfoLeg preservado; 18,831 bytes. Debe leerse junto con canjes y tratamiento contable posterior."
e0_infoleg_decreto_905_2002,ciclo_ajuste_historico,Poder Ejecutivo Nacional,Decreto 905/2002 · canje de depósitos y compensación a entidades,https://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/74773/texact.htm,/research/ciclo_ajuste/inputs/historical_retrieval/v107/binaries/infoleg_decreto_905_2002.html,2026-08-29,2002-06-01,,2002-06,HTML oficial · copia preservada,e5d8e8618050e75dd8fcbb64ce76a0289f6e1704f53f456b895ee92b4512f652,"V107 E0: texto actualizado oficial InfoLeg; 102,582 bytes. Instrumentos de canje/compensación catalogados; beneficiario jurídico no prueba beneficio económico neto."
e0_infoleg_ley_25796_2003,ciclo_ajuste_historico,Congreso de la Nación,Ley 25.796 · compensación a entidades financieras,https://servicios.infoleg.gob.ar/infolegInternet/anexos/90000-94999/90252/norma.htm,/research/ciclo_ajuste/inputs/historical_retrieval/v107/binaries/infoleg_ley_25796_2003.html,2026-08-29,2003-11-14,,2003-11,HTML oficial · copia preservada,5a70adc3351dec9827664abca35a0166c15b953ecc7a68f41934af01221d4240,"V107 E0: ficha/texto oficial InfoLeg preservado; 11,087 bytes. Marco complementario de compensación; conciliación de emisión, devengamiento y realización pendiente."
e0_indec_eph_puntual_tasas_1974_2003,ciclo_ajuste_historico,INDEC,EPH puntual · tasas de actividad empleo desocupación y subocupación · total aglomerados,https://www.indec.gob.ar/ftp/cuadros/menusuperior/archivo/shempleo1.xls,/research/ciclo_ajuste/inputs/historical_retrieval/v108/binaries/indec_eph_puntual_tasas_total_1974_2003.xls,2026-08-29,2003,,1974-05/2003-05,XLS oficial · binario preservado,dfa88feaa443708849f839944af9461f305b9b182d0cbeb601a6cd809f93601c,"V108 E0 social: 45,056 bytes. Onda mayo/octubre; tres aglomerados incorporados en octubre de 2002 y Gran Santa Fe excluido en mayo de 2003."
e0_indec_eph_continua_tasas_2003_2007,ciclo_ajuste_historico,INDEC,EPH continua · tasas de actividad empleo desocupación y subocupación,https://www.indec.gob.ar/ftp/cuadros/menusuperior/archivo/sh_eph_continuasemestral.xls,/research/ciclo_ajuste/inputs/historical_retrieval/v108/binaries/indec_eph_continua_tasas_2003_2007.xls,2026-08-29,2007,,2003-S1/2007-S1,XLS oficial · binario preservado,15f7bfaa07cc421b61bc434d2338d85068e743686472a55471ecc1bbf2bc8f35,"V108 E0 social: 48,128 bytes. Primer semestre 2003 en 28 aglomerados; Gran Santa Fe excluido por inundación. No se empalma mecánicamente con EPH puntual."
e0_indec_pobreza_puntual_2001_2003,ciclo_ajuste_historico,INDEC,Incidencia histórica de pobreza e indigencia · EPH puntual,https://www.indec.gob.ar/ftp/cuadros/sociedad/sh-pobreza1.xls,/research/ciclo_ajuste/inputs/historical_retrieval/v108/binaries/indec_pobreza_eph_puntual_desde_2001.xls,2026-08-29,,,2001-05/2003-05,XLS oficial · binario preservado,b9830e17049fae228cad48932ef56dd910301a50c8efca13d07fdcbde268ceed,"V108 E0 social: 27,648 bytes. Hogares y personas; método histórico y ondas mayo/octubre. Octubre de 2002 incorpora tres aglomerados."
e0_indec_pobreza_continua_2003_2007,ciclo_ajuste_historico,INDEC,Incidencia histórica de pobreza e indigencia · EPH continua,https://www.indec.gob.ar/ftp/cuadros/sociedad/sh_pobrezaeindigencia_continua.xls,/research/ciclo_ajuste/inputs/historical_retrieval/v108/binaries/indec_pobreza_eph_continua_desde_2003.xls,2026-08-29,,,2003-S1/2007-S1,XLS oficial · binario preservado,c2b8bf54b548cdb5083db9ed95f8d99a8ac4ab53ac3d11d3894d3d610c592a32,"V108 E0 social: 116,224 bytes. Hogares y personas bajo EPH continua; se conserva separado del régimen puntual."
e0_indec_pobreza_metodo_historico,ciclo_ajuste_historico,INDEC,Acerca del método utilizado para la medición de la pobreza en Argentina,https://www.indec.gob.ar/ftp/cuadros/sociedad/pobreza2.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v108/binaries/indec_pobreza_metodo_historico.pdf,2026-08-29,2003,,2001-2003,PDF oficial · binario preservado,9bfc6ea00e61c5d2c9568f65dc86e64dc0668210c18dd81da6f5379db796b16b,"V108 E0 social: 139,709 bytes; 9 páginas. Método LP/LI histórico, CBA y coeficiente de Engel; páginas materiales renderizadas y verificadas."
e0_indec_pobreza_metodologia_22_2016,ciclo_ajuste_historico,INDEC,La medición de la pobreza y la indigencia en la Argentina · Metodología INDEC 22,https://www.indec.gob.ar/ftp/cuadros/sociedad/EPH_metodologia_22_pobreza.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v108/binaries/indec_pobreza_metodologia_22_2016.pdf,2026-08-29,2016-12,,2016,PDF oficial · binario preservado,9881625ced5f3ddeee5b54d0cb31c21838fb855287548c4878b67d5bcfc36a10,"V108 E0 social: 2,047,228 bytes; 25 páginas. Documenta cambios de canastas pautas de consumo regionalización y valorización; impide tratar 2001-2003 y 2016+ como un único régimen."
e0_indec_cgi_mano_obra_privada_1993_2007,ciclo_ajuste_historico,INDEC,Cuenta de generación del ingreso · apéndice 3 · mano de obra e ingreso sector privado,https://www.indec.gob.ar/ftp/nuevaweb/cuadros/17/cgi_apendice3.xls,/research/ciclo_ajuste/inputs/historical_retrieval/v108/binaries/indec_cgi_apendice3_mano_obra_privada_1993_2007.xls,2026-08-29,,,1993-2007,XLS oficial · binario preservado,50f5f28855d86f2f323b8346ad443c8dc24d44b5cb4464c17a09a10b0b6dfc38,"V108 E0 social: 23,040 bytes. Puestos y remuneración asalariada registrados/no registrados; agregado anual de cuentas nacionales, no índice salarial de hogares."
e0_argentina_ripte_page_2026_08_29,ciclo_ajuste_historico,Secretaría de Trabajo Empleo y Seguridad Social,RIPTE · página oficial y definición del indicador,https://www.argentina.gob.ar/trabajo/seguridadsocial/ripte,/research/ciclo_ajuste/inputs/historical_retrieval/v108/binaries/argentina_ripte_page_2026-08-29.html,2026-08-29,2026-08-29,,1994-07/2026-06,HTML oficial · copia preservada,12aef104eba6df754dab6d234463c3856e59bd1c5085fc1ed82a571a08573a4a,"V108 E0 social: 38,849 bytes. Define RIPTE como remuneración imponible de trabajadores estables con 13 meses de continuidad; no representa a todos los hogares ni al empleo no registrado."
e0_argentina_ripte_serie_junio_2026,ciclo_ajuste_historico,Secretaría de Trabajo Empleo y Seguridad Social,RIPTE · serie histórica a junio de 2026,https://www.argentina.gob.ar/sites/default/files/ripte_junio_2026-mdch.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v108/binaries/argentina_ripte_junio_2026.pdf,2026-08-29,2026-07-27,,1994-07/2026-06,PDF oficial · binario preservado,0b25fb27c557b7a66c2304ea7db4759bbf7997fe69432ecf932c1833e164228b,"V108 E0 social: 344,863 bytes; 11 páginas. Montos mensuales 2001-2006 verificados visualmente; indicador de empleo registrado estable y remuneración imponible sujeta a topes."
e0_indec_ipc_gba_empalme_1943_2008,ciclo_ajuste_historico,INDEC,IPC Gran Buenos Aires · empalme histórico abril 2008=100,https://www.indec.gob.ar/ftp/nuevaweb/cuadros/10/sh_ipc_2008.xls,/research/ciclo_ajuste/inputs/historical_retrieval/v108/binaries/indec_ipc_gba_empalme_1943_2008.xls,2026-08-29,2008,,1943-01/2008-04,XLS oficial · binario preservado,e2b933b4ccd93ae82c11341373896cea4dddb7a11f3d6123daea3b9e7654872d,"V108 E0 social: 160,768 bytes. Empalme oficial usado solo como deflactor GBA para el reloj RIPTE; no se interpreta como IPC nacional."
e0_bcra_informe_bancos_oct_2004_risk,ciclo_ajuste_historico,BCRA,Informe sobre Bancos · octubre de 2004 · anexo estadístico de riesgo y situación patrimonial,https://www.bcra.gob.ar/Pdfs/PublicacionesEstadisticas/InfBanc1004.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v109/binaries/bcra_informe_bancos_octubre_2004.pdf,2026-08-29,2004-10,,1999-2004,PDF oficial · binario preservado,2a92bfc1de9fa86bc60c94d7ef867cf904e7d8713707a993eaf75d91c5c9f1cf,"V109 E0 riesgo: 448,224 bytes; 14 páginas. Congela definiciones y cierres 2001-2003 de cartera irregular, previsiones, exposición patrimonial, cargos por incobrabilidad, activos líquidos, depósitos y patrimonio; páginas 11-14 renderizadas y verificadas."
e0_cgn_cuenta_inversion_2002_tomo_i,ciclo_ajuste_historico,Contaduría General de la Nación,Cuenta de Inversión 2002 · Tomo I,https://www.economia.gob.ar/hacienda/cgn/cuenta/2002/archivos/tomoi.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v110/binaries/cgn_cuenta_inversion_2002_tomo_i.pdf,2026-08-29,2003,,2002,PDF oficial · binario preservado,f94a50a6681f367453a0b17c2846fae791b945a7fd311273aac85bddb8704529,"V110 E0 fiscal: 4,215,238 bytes; 344 páginas. Páginas PDF 34, 124 y 126 renderizadas y verificadas; stock BODEN por destino y compatibilización presupuestaria-contable."
e0_cgn_cuenta_inversion_2003_tomo_i,ciclo_ajuste_historico,Contaduría General de la Nación,Cuenta de Inversión 2003 · Tomo I,https://www.economia.gob.ar/hacienda/cgn/cuenta/2003/archivos/tomoi.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v110/binaries/cgn_cuenta_inversion_2003_tomo_i.pdf,2026-08-29,2004,,2003,PDF oficial · binario preservado,be739fa0f13a017c1a38c9f97f03fd3a724fdf300f9c1a3d07b46dafb7717f98,"V110 E0 fiscal: 1,967,195 bytes; 343 páginas. Página PDF 136 renderizada y verificada; registraciones de compensación y pagarés en la compatibilización presupuestaria-contable."
e0_onp_boletin_fiscal_2003q4_cuadro37_boden,ciclo_ajuste_historico,Secretaría de Finanzas · Oficina Nacional de Presupuesto,Boletín Fiscal 2003T4 · Cuadro 37 · BODEN emitidos y colocados al 31-12-2003,https://www.economia.gob.ar/onp/documentos/boletin/4totrim03/pdf/fisc37.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v110/binaries/onp_boletin_fiscal_2003q4_cuadro37_boden.pdf,2026-08-29,2004,,2003-12-31,PDF oficial · binario preservado,f75dc6555d8d5f5ace56e150d7cece3be8110049b727c296b94fa30b700a01eb,"V110 E0 fiscal: 12,714 bytes; una página renderizada y verificada. Separa compensatorios, cobertura, ahorristas, rescate de cuasimonedas y compensación del 13%."
e0_cgn_cuenta_inversion_2004_sdp,ciclo_ajuste_historico,Contaduría General de la Nación,Cuenta de Inversión 2004 · Servicio de la Deuda Pública y Anexo J,https://www.economia.gob.ar/hacienda/cgn/cuenta/2004/archivos/sdp.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v111/binaries/cgn_cuenta_inversion_2004_sdp.pdf,2026-08-29,2005,,2004,PDF oficial · binario preservado,a076e0fbcc6f620f542dd5d1e96f5ba07831897a3c44da71867f355aed57811e,"V111 E0 fiscal: 900,875 bytes; 79 páginas. Páginas PDF 66 y 71 renderizadas y verificadas."
e0_cgn_cuenta_inversion_2004_tomo_i,ciclo_ajuste_historico,Contaduría General de la Nación,Cuenta de Inversión 2004 · Tomo I,https://www.economia.gob.ar/hacienda/cgn/cuenta/2004/archivos/tomoi.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v111/binaries/cgn_cuenta_inversion_2004_tomoi.pdf,2026-08-29,2005,,2004,PDF oficial · binario preservado,35c2db9e9bb4ba02fc6133c73af1f6fe683a7d99170e66f9737636cb6f420ec3,"V111 E0 fiscal: 1,871,030 bytes; 348 páginas. Página PDF 65 renderizada y verificada."
e0_cgn_cuenta_inversion_2005_sdp,ciclo_ajuste_historico,Contaduría General de la Nación,Cuenta de Inversión 2005 · Servicio de la Deuda Pública y Anexo J,https://www.economia.gob.ar/hacienda/cgn/cuenta/2005/archivos/sdp.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v111/binaries/cgn_cuenta_inversion_2005_sdp.pdf,2026-08-29,2006,,2005,PDF oficial · binario preservado,96b849dde2a9ac83f6fd65e5700bae74e12ac4f4d3b558c368cf2005203a7e56,"V111 E0 fiscal: 1,034,530 bytes; 95 páginas. Páginas PDF 80 y 87 renderizadas y verificadas."
e0_cgn_cuenta_inversion_2005_tomo_i,ciclo_ajuste_historico,Contaduría General de la Nación,Cuenta de Inversión 2005 · Tomo I,https://www.economia.gob.ar/hacienda/cgn/cuenta/2005/archivos/tomoi.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v111/binaries/cgn_cuenta_inversion_2005_tomoi.pdf,2026-08-29,2006,,2005,PDF oficial · binario preservado,15785a47c6846bf93c1089c72c8ac888e1adbbf5814ba757ecbf59b64380e498,"V111 E0 fiscal: 3,189,485 bytes; 356 páginas. Páginas PDF 118 y 124 renderizadas y verificadas."
e0_cgn_cuenta_inversion_2006_sdp,ciclo_ajuste_historico,Contaduría General de la Nación,Cuenta de Inversión 2006 · Servicio de la Deuda Pública y Anexo J,https://www.economia.gob.ar/hacienda/cgn/cuenta/2006/archivos/sdp.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v111/binaries/cgn_cuenta_inversion_2006_sdp.pdf,2026-08-29,2007,,2006,PDF oficial · binario preservado,677b1fa51056bbc7b5f6cd420e3de123b5c93b968e0a8f33bf87a6ab620331a7,"V111 E0 fiscal: 660,227 bytes; 141 páginas. Páginas PDF 121 y 132 renderizadas y verificadas."
e0_cgn_cuenta_inversion_2006_tomo_i,ciclo_ajuste_historico,Contaduría General de la Nación,Cuenta de Inversión 2006 · Tomo I,https://www.economia.gob.ar/hacienda/cgn/cuenta/2006/archivos/tomoi.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v111/binaries/cgn_cuenta_inversion_2006_tomoi.pdf,2026-08-29,2007,,2006,PDF oficial · binario preservado,ad7029b9f40d0847f2221266df441fea2a5da0933400bb233bed38e245ae7ebb,"V111 E0 fiscal: 2,011,257 bytes; 367 páginas. Páginas PDF 136, 137 y 142 renderizadas y verificadas."
e0_onp_sintesis_ejecutiva_2004q4,ciclo_ajuste_historico,Oficina Nacional de Presupuesto,Síntesis Ejecutiva · cuarto trimestre de 2004,https://www.economia.gob.ar/onp/documentos/sintesis_ejecutiva/2004/4trim04.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v111/binaries/onp_sintesis_ejecutiva_2004q4.pdf,2026-08-29,2005,,2004,PDF oficial · binario preservado,b4ec8c5cc12af639d413aaa0266d0a8a182ae1b77996b20dc855b32d5beda2d0,"V111 E0 fiscal: 381,932 bytes; 18 páginas. Página PDF 2 renderizada y verificada."
e0_onp_sintesis_ejecutiva_2005q4,ciclo_ajuste_historico,Oficina Nacional de Presupuesto,Síntesis Ejecutiva · cuarto trimestre de 2005,https://www.economia.gob.ar/onp/documentos/sintesis_ejecutiva/2005/4trim05.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v111/binaries/onp_sintesis_ejecutiva_2005q4.pdf,2026-08-29,2006,,2005,PDF oficial · binario preservado,ef5b60a4ea7641b9ec15eb99d50bca3254fa2e36ae555675dd2ce8e4640614ea,"V111 E0 fiscal: 140,275 bytes; 20 páginas. Página PDF 19 renderizada y verificada."
e0_onp_sintesis_ejecutiva_2006q4,ciclo_ajuste_historico,Oficina Nacional de Presupuesto,Síntesis Ejecutiva · cuarto trimestre de 2006,https://www.economia.gob.ar/onp/documentos/sintesis_ejecutiva/2006/4trim06.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v111/binaries/onp_sintesis_ejecutiva_2006q4.pdf,2026-08-29,2007,,2006,PDF oficial · binario preservado,79bb73538be3a545f3bb00f4e67c2f2f3cf6091e7173a6f4eca8a7e8d8c93890,"V111 E0 fiscal: 328,149 bytes; 23 páginas. Página PDF 22 renderizada y verificada."
e0_cgn_cuenta_inversion_2007_sdp,ciclo_ajuste_historico,Contaduría General de la Nación,Cuenta de Inversión 2007 · Servicio de la Deuda Pública y Anexo J,https://www.economia.gob.ar/hacienda/cgn/cuenta/2007/archivos/sdp.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v112/binaries/cgn_cuenta_inversion_2007_sdp.pdf,2026-08-29,2008,,2007,PDF oficial · binario preservado,90303a1e0526971bec25b8d1f17c2be7b1decc390d356287c9c6879304b98e6b,"V112 E0 fiscal: 1,042,529 bytes; 75 páginas. Páginas PDF 5, 56 y 65 renderizadas y verificadas."
e0_cgn_cuenta_inversion_2008_sdp,ciclo_ajuste_historico,Contaduría General de la Nación,Cuenta de Inversión 2008 · Servicio de la Deuda Pública y Anexo J,https://www.economia.gob.ar/hacienda/cgn/cuenta/2008/archivos/sdp.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v112/binaries/cgn_cuenta_inversion_2008_sdp.pdf,2026-08-29,2009,,2008,PDF oficial · binario preservado,aa51ee0f6c292bd070900716d34a9ceca42a12b94e1b0845bb915d04c25f9084,V129 E0 fiscal: páginas impresas 63-64 describen las dos etapas del programa y establecen que las compras de títulos de la reestructuración 2005 realizadas bajo ese programa fueron imputadas a la recompra por excedente del PBI referencia 2006.
e0_cgn_cuenta_inversion_2009_sdp,ciclo_ajuste_historico,Contaduría General de la Nación,Cuenta de Inversión 2009 · Servicio de la Deuda Pública y Anexo J,https://www.economia.gob.ar/hacienda/cgn/cuenta/2009/archivos/sdp.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v112/binaries/cgn_cuenta_inversion_2009_sdp.pdf,2026-08-29,2010,,2009,PDF oficial · binario preservado,8de64854c33d0d4291e94826a536eed5eca4055fd2159eb7ca23189cb1c406c1,"V112 E0 fiscal: 764,356 bytes; 81 páginas. Páginas PDF 5, 60, 71 y 72 renderizadas y verificadas."
e0_cgn_cuenta_inversion_2010_sdp,ciclo_ajuste_historico,Contaduría General de la Nación,Cuenta de Inversión 2010 · Servicio de la Deuda Pública,https://www.economia.gob.ar/hacienda/cgn/cuenta/2010/archivos/sdp.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v112/binaries/cgn_cuenta_inversion_2010_sdp.pdf,2026-08-29,2011,,2010,PDF oficial · binario preservado,678cd9942b6015459e7ef23dca6b2098e67aeb8a8713d7703ed9883d632157d2,"V112 E0 fiscal: 569,175 bytes; 81 páginas. Páginas PDF 6 y 60 renderizadas y verificadas."
e0_cgn_cuenta_inversion_2011_sdp,ciclo_ajuste_historico,Contaduría General de la Nación,Cuenta de Inversión 2011 · Servicio de la Deuda Pública,https://www.economia.gob.ar/hacienda/cgn/cuenta/2011/archivos/sdp.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v112/binaries/cgn_cuenta_inversion_2011_sdp.pdf,2026-08-29,2012,,2011,PDF oficial · binario preservado,2ccd64bcc4f439fd64788201563de3ff406b37a911ef7624a9f5d4594ac85111,"V112 E0 fiscal: 1,105,867 bytes; 68 páginas. Páginas PDF 6 y 50 renderizadas y verificadas."
e0_cgn_cuenta_inversion_2012_sdp,ciclo_ajuste_historico,Contaduría General de la Nación,Cuenta de Inversión 2012 · Servicio de la Deuda Pública,https://www.economia.gob.ar/hacienda/cgn/cuenta/2012/archivos/sdp.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v112/binaries/cgn_cuenta_inversion_2012_sdp.pdf,2026-08-29,2013,,2012,PDF oficial · binario preservado,612f97761b950bfeb9bc12df21c6135ca3eb31a226cd6ed403a1569cc8ea4d4b,"V112 E0 fiscal: 3,149,094 bytes; 58 páginas. Páginas PDF 5, 41 y 42 renderizadas y verificadas."
e0_agn_res_202_2009_act_41_2009_deuda,ciclo_ajuste_historico,Auditoría General de la Nación,Evolución de la deuda en sus principales aspectos · Resolución 202/2009 · Actuación 41/2009,https://www.agn.gob.ar/sites/default/files/informes/2009_202info_0.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v112/binaries/agn_res_202_2009_act_41_2009_deuda.pdf,2026-08-29,2009,,2008,PDF oficial · binario preservado,14053bc9c6c51382b28fe7a854c926ac776701e43534b5ad6438a903165332f8,"V131 E0 fiscal: informe final agregado de la deuda 2008. La página 9 publica aumentos USD 21.830m, disminuciones USD 20.200m y colocaciones netas USD 2.399m; la resta literal da USD 1.630m, brecha USD 769m. No contiene un registro por recompra, participante o liquidación."
e0_agn_res_102_2011_act_366_2009_fgs,ciclo_ajuste_historico,Auditoría General de la Nación,Gestión del FGS · primer semestre 2009 · Resolución 102/2011 · Actuación 366/2009,https://www.agn.gob.ar/sites/default/files/informes/Informe_102_2011.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v112/binaries/agn_res_102_2011_act_366_2009_fgs.pdf,2026-08-29,2011,,2009,PDF oficial · binario preservado,8025d4fc331b9256072baef0827eb03ae4f12a0c9d987f980364c40fe0da7481,"V112 E0 fiscal: 10,521,239 bytes; 282 páginas. Página PDF 37 renderizada y verificada."
e0_argentina_resultado_recompra_2008_08_28,ciclo_ajuste_e0_fiscal,Ministerio de Economía y Producción,Resultado de licitación de recompra · 28 de agosto de 2008,https://www.argentina.gob.ar/sites/default/files/comunicado_de_prensa_resultado_28-08-08.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v113/binaries/argentina_resultado_recompra_2008-08-28.pdf,2026-08-29,2008,,2008-08-28,PDF oficial · binario preservado,25caff3b3839995c6a394c8a7186baaa34597d3112fbc45657f86b88ceb972b3,"V113 E0 fiscal: 19,099 bytes; 3 páginas. Páginas PDF 1 y 2 renderizadas e inspeccionadas visualmente."
