metodo_distribucion,umbral_billones,participacion,tope_patrimonio,lambda,recaudacion,recaudacion_maxima,brecha,factibilidad,aportantes_estimados,aporte_promedio,aporte_mediano,tasa_efectiva_minima,tasa_efectiva_mediana,tasa_efectiva_maxima,patrimonio_retenido_mediano
curva_sin_cola,5,0.75,0.02,1000000.0,1213602997385.6284,1213602997385.6284,3766397002614.3716,no alcanza,4241.583333333333,286120276.795763,167300956.45316383,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_sin_cola,5,0.75,0.03,1000000.0,1820404496078.4426,1820404496078.4426,3159595503921.5576,no alcanza,4241.583333333333,429180415.1936445,250951434.6797457,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_sin_cola,5,0.75,0.05,1000000.0,3034007493464.0713,3034007493464.0713,1945992506535.9287,no alcanza,4241.583333333333,715300691.9894077,418252391.13290954,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_sin_cola,5,1.0,0.01,1000000.0,809068664923.7523,809068664923.7523,4170931335076.2476,no alcanza,5655.444444444444,143060138.3978815,83650478.22658192,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_sin_cola,5,1.0,0.02,1000000.0,1618137329847.5046,1618137329847.5046,3361862670152.495,no alcanza,5655.444444444444,286120276.795763,167300956.45316383,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_sin_cola,5,1.0,0.03,1000000.0,2427205994771.257,2427205994771.257,2552794005228.743,no alcanza,5655.444444444444,429180415.1936445,250951434.6797457,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_sin_cola,5,1.0,0.05,1000000.0,4045343324618.7617,4045343324618.7617,934656675381.2383,no alcanza,5655.444444444444,715300691.9894075,418252391.13290954,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_sin_cola,10,0.25,0.01,1000000.0,142620096245.336,142620096245.336,4837379903754.664,no alcanza,544.0277777777778,262155908.33965257,157060640.40465456,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_sin_cola,10,0.25,0.02,1000000.0,285240192490.672,285240192490.672,4694759807509.328,no alcanza,544.0277777777778,524311816.67930514,314121280.8093091,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_sin_cola,10,0.25,0.03,1000000.0,427860288736.00793,427860288736.00793,4552139711263.992,no alcanza,544.0277777777778,786467725.0189576,471181921.2139637,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_sin_cola,10,0.25,0.05,1000000.0,713100481226.68,713100481226.68,4266899518773.32,no alcanza,544.0277777777778,1310779541.698263,785303202.0232729,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_sin_cola,10,0.5,0.01,1000000.0,285240192490.672,285240192490.672,4694759807509.328,no alcanza,1088.0555555555557,262155908.33965257,157060640.40465456,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_sin_cola,10,0.5,0.02,1000000.0,570480384981.344,570480384981.344,4409519615018.656,no alcanza,1088.0555555555557,524311816.67930514,314121280.8093091,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_sin_cola,10,0.5,0.03,1000000.0,855720577472.0159,855720577472.0159,4124279422527.9844,no alcanza,1088.0555555555557,786467725.0189576,471181921.2139637,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_sin_cola,10,0.5,0.05,1000000.0,1426200962453.36,1426200962453.36,3553799037546.6396,no alcanza,1088.0555555555557,1310779541.698263,785303202.0232729,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_sin_cola,10,0.75,0.01,1000000.0,427860288736.008,427860288736.008,4552139711263.992,no alcanza,1632.0833333333335,262155908.33965257,157060640.40465456,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_sin_cola,10,0.75,0.02,1000000.0,855720577472.016,855720577472.016,4124279422527.984,no alcanza,1632.0833333333335,524311816.67930514,314121280.8093091,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_sin_cola,10,0.75,0.03,1000000.0,1283580866208.024,1283580866208.024,3696419133791.976,no alcanza,1632.0833333333335,786467725.0189576,471181921.2139637,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_sin_cola,10,0.75,0.05,1000000.0,2139301443680.04,2139301443680.04,2840698556319.96,no alcanza,1632.0833333333335,1310779541.698263,785303202.0232729,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_sin_cola,10,1.0,0.01,1000000.0,570480384981.344,570480384981.344,4409519615018.656,no alcanza,2176.1111111111113,262155908.33965257,157060640.40465456,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_sin_cola,10,1.0,0.02,1000000.0,1140960769962.688,1140960769962.688,3839039230037.312,no alcanza,2176.1111111111113,524311816.67930514,314121280.8093091,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_sin_cola,10,1.0,0.03,1000000.0,1711441154944.0317,1711441154944.0317,3268558845055.9683,no alcanza,2176.1111111111113,786467725.0189576,471181921.2139637,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_sin_cola,10,1.0,0.05,1000000.0,2852401924906.72,2852401924906.72,2127598075093.2798,no alcanza,2176.1111111111113,1310779541.698263,785303202.0232729,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_pareto,1,0.25,0.01,1000000.0,395675385687.8741,395675385687.8741,4584324614312.126,no alcanza,11241.638888888889,35197304.37871966,18134628.395746548,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto,1,0.25,0.02,1000000.0,791350771375.7482,791350771375.7482,4188649228624.252,no alcanza,11241.638888888889,70394608.75743932,36269256.791493095,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto,1,0.25,0.03,1000000.0,1187026157063.622,1187026157063.622,3792973842936.378,no alcanza,11241.638888888889,105591913.13615896,54403885.18723963,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto,1,0.25,0.05,1000000.0,1978376928439.3704,1978376928439.3704,3001623071560.63,no alcanza,11241.638888888889,175986521.8935983,90673141.97873273,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_pareto,1,0.5,0.01,1000000.0,791350771375.7482,791350771375.7482,4188649228624.252,no alcanza,22483.277777777777,35197304.37871966,18134628.395746548,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto,1,0.5,0.02,1000000.0,1582701542751.4963,1582701542751.4963,3397298457248.504,no alcanza,22483.277777777777,70394608.75743932,36269256.791493095,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto,1,0.5,0.03,1000000.0,2374052314127.244,2374052314127.244,2605947685872.756,no alcanza,22483.277777777777,105591913.13615896,54403885.18723963,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto,1,0.5,0.05,1000000.0,3956753856878.7407,3956753856878.7407,1023246143121.2593,no alcanza,22483.277777777777,175986521.8935983,90673141.97873273,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_pareto,1,0.75,0.01,1000000.0,1187026157063.6223,1187026157063.6223,3792973842936.378,no alcanza,33724.916666666664,35197304.378719665,18134628.395746548,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto,1,0.75,0.02,1000000.0,2374052314127.2446,2374052314127.2446,2605947685872.7554,no alcanza,33724.916666666664,70394608.75743933,36269256.791493095,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto,1,0.75,0.03,1000000.0,3561078471190.866,3561078471190.866,1418921528809.1338,no alcanza,33724.916666666664,105591913.13615897,54403885.18723963,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto,1,0.75,0.05,0.06829992798676678,4980000000000.0,5935130785318.111,0,alcanza,33724.916666666664,147665301.86632535,55559453.362859726,0.0007071604116284841,0.030637216352275034,0.05000000000000001,0.969362783647725
curva_pareto,1,1.0,0.01,1000000.0,1582701542751.4963,1582701542751.4963,3397298457248.504,no alcanza,44966.555555555555,35197304.37871966,18134628.395746548,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto,1,1.0,0.02,1000000.0,3165403085502.9927,3165403085502.9927,1814596914497.0073,no alcanza,44966.555555555555,70394608.75743932,36269256.791493095,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto,1,1.0,0.03,1000000.0,4748104628254.488,4748104628254.488,231895371745.51172,no alcanza,44966.555555555555,105591913.13615896,54403885.18723963,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto,1,1.0,0.05,0.027747717127794364,4980000000000.0,7913507713757.481,0,alcanza,44966.555555555555,110748976.399744,22571736.766489882,0.0002872929393079831,0.012446760018409891,0.05000000000000001,0.9875532399815901
curva_pareto,2,0.25,0.01,1000000.0,308701182734.52094,308701182734.52094,4671298817265.4795,no alcanza,4986.75,61904282.89658012,33035745.756644025,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto,2,0.25,0.02,1000000.0,617402365469.0419,617402365469.0419,4362597634530.958,no alcanza,4986.75,123808565.79316024,66071491.51328805,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto,2,0.25,0.03,1000000.0,926103548203.5627,926103548203.5627,4053896451796.4375,no alcanza,4986.75,185712848.68974036,99107237.26993208,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto,2,0.25,0.05,1000000.0,1543505913672.6045,1543505913672.6045,3436494086327.3955,no alcanza,4986.75,309521414.48290056,165178728.78322014,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_pareto,2,0.5,0.01,1000000.0,617402365469.0419,617402365469.0419,4362597634530.958,no alcanza,9973.5,61904282.89658012,33035745.756644025,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto,2,0.5,0.02,1000000.0,1234804730938.0837,1234804730938.0837,3745195269061.916,no alcanza,9973.5,123808565.79316024,66071491.51328805,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto,2,0.5,0.03,1000000.0,1852207096407.1255,1852207096407.1255,3127792903592.8745,no alcanza,9973.5,185712848.68974036,99107237.26993208,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto,2,0.5,0.05,1000000.0,3087011827345.209,3087011827345.209,1892988172654.791,no alcanza,9973.5,309521414.48290056,165178728.78322014,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_pareto,2,0.75,0.01,1000000.0,926103548203.5627,926103548203.5627,4053896451796.4375,no alcanza,14960.25,61904282.89658012,33035745.756644025,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto,2,0.75,0.02,1000000.0,1852207096407.1255,1852207096407.1255,3127792903592.8745,no alcanza,14960.25,123808565.79316024,66071491.51328805,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto,2,0.75,0.03,1000000.0,2778310644610.6885,2778310644610.6885,2201689355389.3115,no alcanza,14960.25,185712848.6897404,99107237.26993208,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto,2,0.75,0.05,1000000.0,4630517741017.813,4630517741017.813,349482258982.1865,no alcanza,14960.25,309521414.48290056,165178728.78322014,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_pareto,2,1.0,0.01,1000000.0,1234804730938.0837,1234804730938.0837,3745195269061.916,no alcanza,19947.0,61904282.89658012,33035745.756644025,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto,2,1.0,0.02,1000000.0,2469609461876.1675,2469609461876.1675,2510390538123.8325,no alcanza,19947.0,123808565.79316024,66071491.51328805,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto,2,1.0,0.03,1000000.0,3704414192814.251,3704414192814.251,1275585807185.749,no alcanza,19947.0,185712848.68974036,99107237.26993208,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto,2,1.0,0.05,0.04978368976022827,4980000000000.0,6174023654690.418,0,alcanza,19947.0,249661603.24860883,97345128.38129674,0.0001426891882806818,0.029466605385083233,0.05000000000000001,0.9705333946149167
curva_pareto,3,0.25,0.01,1000000.0,257069239710.26425,257069239710.26425,4722930760289.735,no alcanza,2866.4444444444443,89682268.29182023,49422945.444475345,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto,3,0.25,0.02,1000000.0,514138479420.5285,514138479420.5285,4465861520579.472,no alcanza,2866.4444444444443,179364536.58364046,98845890.88895069,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto,3,0.25,0.03,1000000.0,771207719130.7927,771207719130.7927,4208792280869.207,no alcanza,2866.4444444444443,269046804.8754607,148268836.33342603,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto,3,0.25,0.05,1000000.0,1285346198551.3213,1285346198551.3213,3694653801448.6787,no alcanza,2866.4444444444443,448411341.4591012,247114727.22237673,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_pareto,3,0.5,0.01,1000000.0,514138479420.5285,514138479420.5285,4465861520579.472,no alcanza,5732.888888888889,89682268.29182023,49422945.444475345,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto,3,0.5,0.02,1000000.0,1028276958841.057,1028276958841.057,3951723041158.943,no alcanza,5732.888888888889,179364536.58364046,98845890.88895069,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto,3,0.5,0.03,1000000.0,1542415438261.5854,1542415438261.5854,3437584561738.4146,no alcanza,5732.888888888889,269046804.8754607,148268836.33342603,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto,3,0.5,0.05,1000000.0,2570692397102.6426,2570692397102.6426,2409307602897.3574,no alcanza,5732.888888888889,448411341.4591012,247114727.22237673,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_pareto,3,0.75,0.01,1000000.0,771207719130.7927,771207719130.7927,4208792280869.207,no alcanza,8599.333333333332,89682268.29182024,49422945.444475345,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto,3,0.75,0.02,1000000.0,1542415438261.5854,1542415438261.5854,3437584561738.4146,no alcanza,8599.333333333332,179364536.5836405,98845890.88895069,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto,3,0.75,0.03,1000000.0,2313623157392.378,2313623157392.378,2666376842607.622,no alcanza,8599.333333333332,269046804.8754607,148268836.33342603,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto,3,0.75,0.05,1000000.0,3856038595653.964,3856038595653.964,1123961404346.0361,no alcanza,8599.333333333332,448411341.4591012,247114727.22237673,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_pareto,3,1.0,0.01,1000000.0,1028276958841.057,1028276958841.057,3951723041158.943,no alcanza,11465.777777777777,89682268.29182023,49422945.444475345,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto,3,1.0,0.02,1000000.0,2056553917682.114,2056553917682.114,2923446082317.8857,no alcanza,11465.777777777777,179364536.58364046,98845890.88895069,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto,3,1.0,0.03,1000000.0,3084830876523.171,3084830876523.171,1895169123476.829,no alcanza,11465.777777777777,269046804.8754607,148268836.33342603,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto,3,1.0,0.05,0.2535241488500442,4980000000000.0,5141384794205.285,0,alcanza,11465.777777777777,434335995.0383751,247114727.22237673,0.0020153877923325693,0.05,0.05000000000000001,0.95
curva_pareto,5,0.25,0.01,1000000.0,202267166230.93808,202267166230.93808,4777732833769.062,no alcanza,1413.861111111111,143060138.3978815,83650478.22658192,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto,5,0.25,0.02,1000000.0,404534332461.87616,404534332461.87616,4575465667538.124,no alcanza,1413.861111111111,286120276.795763,167300956.45316383,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto,5,0.25,0.03,1000000.0,606801498692.8142,606801498692.8142,4373198501307.1855,no alcanza,1413.861111111111,429180415.1936445,250951434.6797457,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto,5,0.25,0.05,1000000.0,1011335831154.6904,1011335831154.6904,3968664168845.3096,no alcanza,1413.861111111111,715300691.9894075,418252391.13290954,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_pareto,5,0.5,0.01,1000000.0,404534332461.87616,404534332461.87616,4575465667538.124,no alcanza,2827.722222222222,143060138.3978815,83650478.22658192,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto,5,0.5,0.02,1000000.0,809068664923.7523,809068664923.7523,4170931335076.2476,no alcanza,2827.722222222222,286120276.795763,167300956.45316383,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto,5,0.5,0.03,1000000.0,1213602997385.6284,1213602997385.6284,3766397002614.3716,no alcanza,2827.722222222222,429180415.1936445,250951434.6797457,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto,5,0.5,0.05,1000000.0,2022671662309.3809,2022671662309.3809,2957328337690.619,no alcanza,2827.722222222222,715300691.9894075,418252391.13290954,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_pareto,5,0.75,0.01,1000000.0,606801498692.8142,606801498692.8142,4373198501307.1855,no alcanza,4241.583333333333,143060138.3978815,83650478.22658192,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto,5,0.75,0.02,1000000.0,1213602997385.6284,1213602997385.6284,3766397002614.3716,no alcanza,4241.583333333333,286120276.795763,167300956.45316383,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto,5,0.75,0.03,1000000.0,1820404496078.4426,1820404496078.4426,3159595503921.5576,no alcanza,4241.583333333333,429180415.1936445,250951434.6797457,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto,5,0.75,0.05,1000000.0,3034007493464.0713,3034007493464.0713,1945992506535.9287,no alcanza,4241.583333333333,715300691.9894077,418252391.13290954,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_pareto,5,1.0,0.01,1000000.0,809068664923.7523,809068664923.7523,4170931335076.2476,no alcanza,5655.444444444444,143060138.3978815,83650478.22658192,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto,5,1.0,0.02,1000000.0,1618137329847.5046,1618137329847.5046,3361862670152.495,no alcanza,5655.444444444444,286120276.795763,167300956.45316383,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto,5,1.0,0.03,1000000.0,2427205994771.257,2427205994771.257,2552794005228.743,no alcanza,5655.444444444444,429180415.1936445,250951434.6797457,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto,5,1.0,0.05,1000000.0,4045343324618.7617,4045343324618.7617,934656675381.2383,no alcanza,5655.444444444444,715300691.9894075,418252391.13290954,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_pareto,10,0.25,0.01,1000000.0,142620096245.336,142620096245.336,4837379903754.664,no alcanza,544.0277777777778,262155908.33965257,157060640.40465456,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto,10,0.25,0.02,1000000.0,285240192490.672,285240192490.672,4694759807509.328,no alcanza,544.0277777777778,524311816.67930514,314121280.8093091,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto,10,0.25,0.03,1000000.0,427860288736.008,427860288736.008,4552139711263.992,no alcanza,544.0277777777778,786467725.0189577,471181921.2139637,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto,10,0.25,0.05,1000000.0,713100481226.68,713100481226.68,4266899518773.32,no alcanza,544.0277777777778,1310779541.698263,785303202.0232729,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_pareto,10,0.5,0.01,1000000.0,285240192490.672,285240192490.672,4694759807509.328,no alcanza,1088.0555555555557,262155908.33965257,157060640.40465456,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto,10,0.5,0.02,1000000.0,570480384981.344,570480384981.344,4409519615018.656,no alcanza,1088.0555555555557,524311816.67930514,314121280.8093091,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto,10,0.5,0.03,1000000.0,855720577472.016,855720577472.016,4124279422527.984,no alcanza,1088.0555555555557,786467725.0189577,471181921.2139637,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto,10,0.5,0.05,1000000.0,1426200962453.36,1426200962453.36,3553799037546.6396,no alcanza,1088.0555555555557,1310779541.698263,785303202.0232729,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_pareto,10,0.75,0.01,1000000.0,427860288736.008,427860288736.008,4552139711263.992,no alcanza,1632.0833333333335,262155908.33965257,157060640.40465456,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto,10,0.75,0.02,1000000.0,855720577472.016,855720577472.016,4124279422527.984,no alcanza,1632.0833333333335,524311816.67930514,314121280.8093091,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto,10,0.75,0.03,1000000.0,1283580866208.024,1283580866208.024,3696419133791.976,no alcanza,1632.0833333333335,786467725.0189576,471181921.2139637,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto,10,0.75,0.05,1000000.0,2139301443680.04,2139301443680.04,2840698556319.96,no alcanza,1632.0833333333335,1310779541.698263,785303202.0232729,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_pareto,10,1.0,0.01,1000000.0,570480384981.344,570480384981.344,4409519615018.656,no alcanza,2176.1111111111113,262155908.33965257,157060640.40465456,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto,10,1.0,0.02,1000000.0,1140960769962.688,1140960769962.688,3839039230037.312,no alcanza,2176.1111111111113,524311816.67930514,314121280.8093091,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto,10,1.0,0.03,1000000.0,1711441154944.032,1711441154944.032,3268558845055.968,no alcanza,2176.1111111111113,786467725.0189577,471181921.2139637,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto,10,1.0,0.05,1000000.0,2852401924906.72,2852401924906.72,2127598075093.2798,no alcanza,2176.1111111111113,1310779541.698263,785303202.0232729,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_pareto_subdeclaracion_20pct,1,0.25,0.01,1000000.0,503337030467.02185,503337030467.02185,4476662969532.979,no alcanza,13855.083333333334,36328690.22563477,18425530.25156111,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto_subdeclaracion_20pct,1,0.25,0.02,1000000.0,1006674060934.0437,1006674060934.0437,3973325939065.956,no alcanza,13855.083333333334,72657380.45126954,36851060.50312222,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto_subdeclaracion_20pct,1,0.25,0.03,1000000.0,1510011091401.0654,1510011091401.0654,3469988908598.9346,no alcanza,13855.083333333334,108986070.67690429,55276590.75468333,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto_subdeclaracion_20pct,1,0.25,0.05,1000000.0,2516685152335.1094,2516685152335.1094,2463314847664.8906,no alcanza,13855.083333333334,181643451.12817383,92127651.25780556,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_pareto_subdeclaracion_20pct,1,0.5,0.01,1000000.0,1006674060934.0437,1006674060934.0437,3973325939065.956,no alcanza,27710.166666666668,36328690.22563477,18425530.25156111,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto_subdeclaracion_20pct,1,0.5,0.02,1000000.0,2013348121868.0874,2013348121868.0874,2966651878131.9126,no alcanza,27710.166666666668,72657380.45126954,36851060.50312222,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto_subdeclaracion_20pct,1,0.5,0.03,1000000.0,3020022182802.131,3020022182802.131,1959977817197.8691,no alcanza,27710.166666666668,108986070.67690429,55276590.75468333,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto_subdeclaracion_20pct,1,0.5,0.05,0.8423585171891093,4980000000000.0,5033370304670.219,0,alcanza,27710.166666666668,179717432.23004794,92127651.25780556,0.0031704786022032786,0.05,0.05000000000000001,0.95
curva_pareto_subdeclaracion_20pct,1,0.75,0.01,1000000.0,1510011091401.0654,1510011091401.0654,3469988908598.9346,no alcanza,41565.25,36328690.22563477,18425530.25156111,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto_subdeclaracion_20pct,1,0.75,0.02,1000000.0,3020022182802.131,3020022182802.131,1959977817197.8691,no alcanza,41565.25,72657380.45126954,36851060.50312222,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto_subdeclaracion_20pct,1,0.75,0.03,1000000.0,4530033274203.196,4530033274203.196,449966725796.8037,no alcanza,41565.25,108986070.67690429,55276590.75468333,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto_subdeclaracion_20pct,1,0.75,0.05,0.02958270976806177,4980000000000.0,7550055457005.328,0,alcanza,41565.25,119811621.48669863,24925001.60739568,0.0001113437407005806,0.013527427035802076,0.05000000000000001,0.9864725729641979
curva_pareto_subdeclaracion_20pct,1,1.0,0.01,1000000.0,2013348121868.0874,2013348121868.0874,2966651878131.9126,no alcanza,55420.333333333336,36328690.22563477,18425530.25156111,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto_subdeclaracion_20pct,1,1.0,0.02,1000000.0,4026696243736.175,4026696243736.175,953303756263.8252,no alcanza,55420.333333333336,72657380.45126954,36851060.50312222,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto_subdeclaracion_20pct,1,1.0,0.03,0.03594841789313902,4980000000000.0,6040044365604.262,0,alcanza,55420.333333333336,89858716.11502397,30288448.24544035,0.00013530306560391987,0.016438304804212704,0.030000000000000002,0.9835616951957873
curva_pareto_subdeclaracion_20pct,1,1.0,0.05,0.01909732735666997,4980000000000.0,10066740609340.438,0,alcanza,55420.333333333336,89858716.11502397,16090510.936758839,7.187873869387196e-05,0.008732726123523942,0.05000000000000001,0.9912672738764761
curva_pareto_subdeclaracion_20pct,2,0.25,0.01,1000000.0,398611980165.25616,398611980165.25616,4581388019834.744,no alcanza,6276.25,63511169.9128072,33904146.97359241,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto_subdeclaracion_20pct,2,0.25,0.02,1000000.0,797223960330.5123,797223960330.5123,4182776039669.488,no alcanza,6276.25,127022339.8256144,67808293.94718482,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto_subdeclaracion_20pct,2,0.25,0.03,1000000.0,1195835940495.7683,1195835940495.7683,3784164059504.2314,no alcanza,6276.25,190533509.73842156,101712440.92077722,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto_subdeclaracion_20pct,2,0.25,0.05,1000000.0,1993059900826.2808,1993059900826.2808,2986940099173.719,no alcanza,6276.25,317555849.56403595,169520734.86796203,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_pareto_subdeclaracion_20pct,2,0.5,0.01,1000000.0,797223960330.5123,797223960330.5123,4182776039669.488,no alcanza,12552.5,63511169.9128072,33904146.97359241,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto_subdeclaracion_20pct,2,0.5,0.02,1000000.0,1594447920661.0247,1594447920661.0247,3385552079338.9756,no alcanza,12552.5,127022339.8256144,67808293.94718482,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto_subdeclaracion_20pct,2,0.5,0.03,1000000.0,2391671880991.5366,2391671880991.5366,2588328119008.4634,no alcanza,12552.5,190533509.73842156,101712440.92077722,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_pareto_subdeclaracion_20pct,2,0.5,0.05,1000000.0,3986119801652.5615,3986119801652.5615,993880198347.4385,no alcanza,12552.5,317555849.56403595,169520734.86796203,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_pareto_subdeclaracion_20pct,2,0.75,0.01,1000000.0,1195835940495.7686,1195835940495.7686,3784164059504.2314,no alcanza,18828.75,63511169.9128072,33904146.97359241,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_pareto_subdeclaracion_20pct,2,0.75,0.02,1000000.0,2391671880991.537,2391671880991.537,2588328119008.463,no alcanza,18828.75,127022339.8256144,67808293.94718482,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_pareto_subdeclaracion_20pct,2,0.75,0.03,1000000.0,3587507821487.3047,3587507821487.3047,1392492178512.6953,no alcanza,18828.75,190533509.73842156,101712440.92077722,0.029999999999999995,0.03,0.030000000000000002,0.97
