ledger_id,window,mechanism,phase,as_of_date,payer,recipient,universe,instrument,amount_original,original_unit,normalized_ars_million,valuation_basis,source_id,source_locator,realization_status,additivity,status_interpretation,caveat
F58,2006,Decree_905_counterflow,BANK_DEPOSITS_TO_TREASURY,2006-12-31,Financial_entities,Tesoro_Nacional,System,Deposits_Art_13_Decree_905,309.22,ARS_million,309.22,BUDGET_FINANCING_INCREMENT_OF_EQUITY,e0_cgn_cuenta_inversion_2006_tomo_i,PDF_p136_printed_120,BANK_COUNTERFLOW_FINANCING_BALANCE,EXCLUDE_FROM_GROSS_COMPENSATION,Deposits from financial entities under Decree 905.,Counterflow not a Treasury transfer to banks.
F59,2007,All_BODEN_2007_purposes,FINAL_SERIES_PRINCIPAL_REDUCTION,2007-12-31,Tesoro_Nacional,BODEN_2007_holders,Mixed,BODEN_2007,356805700,ARS_nominal,731.80830502,SERIES_ACCOUNTING_PRINCIPAL,e0_cgn_cuenta_inversion_2007_sdp,PDF_p5,FINAL_SERIES_SERVICE_NOT_PURPOSE_ALLOCATED,EXCLUDE_FROM_BANK_COMPENSATION_TOTAL,BODEN 2007 closes at zero after the 2007 principal reduction.,The series includes more than one purpose and the ARS accounting amount is not a beneficiary allocation.
F60,2007,All_BODEN_2012_purposes,DEBT_SERVICE_PRINCIPAL_REDUCTION,2007-12-31,Tesoro_Nacional,BODEN_2012_holders,Mixed,BODEN_2012,2208223712.50,USD_nominal_updated,6953.69647066,SERIES_ACCOUNTING_PRINCIPAL,e0_cgn_cuenta_inversion_2007_sdp,PDF_p5,MIXED_PURPOSE_SERVICE_NOT_ALLOCATED,EXCLUDE_FROM_BANK_COMPENSATION_TOTAL,Annual BODEN 2012 principal reduction by series.,Compensation coverage depositors auctions and direct placements coexist in the series.
F61,2007,ASymmetric_pesification,NET_ISSUANCE_CORRECTION,2007-12-31,Tesoro_Nacional,Financial_entities,System,BODEN_2007_compensatory,-39.9,ARS_million_VNO,-39.9,DOWNWARD_ADJUSTMENT_PRIOR_PLACEMENTS,e0_cgn_cuenta_inversion_2007_sdp,PDF_p65,NEGATIVE_NET_ISSUANCE_CORRECTION,ADD_WITHIN_SAME_PURPOSE_CURRENCY_YEAR_ONLY,Downward adjustment to prior compensatory placements.,Do not convert the correction into amortization or cash.
F62,2007,ASymmetric_pesification,NET_ISSUANCE_CORRECTION,2007-12-31,Tesoro_Nacional,Financial_entities,System,BODEN_2012_compensatory,-3.3,USD_million_VNO,N/D,DOWNWARD_ADJUSTMENT_PRIOR_PLACEMENTS,e0_cgn_cuenta_inversion_2007_sdp,PDF_p65,NEGATIVE_NET_ISSUANCE_CORRECTION,ADD_WITHIN_SAME_PURPOSE_CURRENCY_YEAR_ONLY,Downward adjustment to prior compensatory placements.,No undated conversion to ARS.
F63,2007,FX_negative_position_coverage,COVERAGE_ISSUANCE,2007-12-31,Tesoro_Nacional,Financial_entities,System,BODEN_2012_coverage,110.2,USD_million_VNO,N/D,ORIGINAL_NOMINAL_ISSUANCE,e0_cgn_cuenta_inversion_2007_sdp,PDF_p65,ISSUED_NOT_FREE_TRANSFER,NON_ADDITIVE_WITH_COMPENSATION,Coverage issuance remains a separate subscribed leg.,Requires subscription price financing and entity delivery records.
F64,2007,Compensation_total,YEAR_END_DEBT_STOCK,2007-12-31,Tesoro_Nacional,Financial_entities,System,Compensatory_BODEN_2012_and_BODEN_2013,9102.996,ARS_million_updated,9102.996,UPDATED_VALUE_AT_2007_12_31,e0_cgn_cuenta_inversion_2007_sdp,PDF_p56,YEAR_END_PURPOSE_STOCK,ADD_WITHIN_2007_PURPOSE_TABLE_ONLY,Official compensation-purpose stock.,Stock is not annual issue service or cash.
F65,2007,FX_negative_position_coverage,YEAR_END_DEBT_STOCK,2007-12-31,Tesoro_Nacional,Financial_entities,System,BODEN_2012_coverage,7031.799,ARS_million_updated,7031.799,UPDATED_VALUE_AT_2007_12_31,e0_cgn_cuenta_inversion_2007_sdp,PDF_p56,YEAR_END_PURPOSE_STOCK,ADD_WITHIN_2007_PURPOSE_TABLE_ONLY,Official coverage-purpose stock.,Do not add to coverage issuance as a flow.
F66,2007,Depositor_bond_exchange,YEAR_END_DEBT_STOCK,2007-12-31,Tesoro_Nacional,Depositors,Depositor_options,BODEN_and_OCMO_for_depositors,12625.525,ARS_million_updated,12625.525,UPDATED_VALUE_AT_2007_12_31,e0_cgn_cuenta_inversion_2007_sdp,PDF_p56,YEAR_END_PURPOSE_STOCK,ADD_WITHIN_2007_PURPOSE_TABLE_ONLY,Official depositor-purpose stock.,Keep outside bank compensation.
F67,2007,All_BODEN_2012_purposes,YEAR_END_SERIES_STOCK,2007-12-31,Tesoro_Nacional,BODEN_2012_holders,Mixed,BODEN_2012,10898.291,USD_million_updated,34318.720,UPDATED_VALUE_AT_2007_12_31,e0_cgn_cuenta_inversion_2007_sdp,PDF_p56,YEAR_END_SERIES_STOCK,CONTROL_NOT_ADDITIVE,All-purpose BODEN 2012 closing stock.,It includes compensation coverage depositors auction and direct placements.
F68,2008,All_BODEN_2012_purposes,DEBT_SERVICE_PRINCIPAL_REDUCTION,2008-12-31,Tesoro_Nacional,BODEN_2012_holders,Mixed,BODEN_2012,2187653037.50,USD_nominal_updated,7551.77828545,SERIES_ACCOUNTING_PRINCIPAL,e0_cgn_cuenta_inversion_2008_sdp,PDF_p5,MIXED_PURPOSE_SERVICE_NOT_ALLOCATED,EXCLUDE_FROM_BANK_COMPENSATION_TOTAL,Annual BODEN 2012 principal reduction by series.,Not allocable to compensation without holder-purpose records.
F69,2008,Depositor_bond_exchange,NON_DELIVERY_ADJUSTMENT,2008-12-31,Tesoro_Nacional,Depositors,Requested_not_delivered,BODEN_2012,-6.6,USD_million_VNO,N/D,DOWNWARD_ADJUSTMENT_REQUESTED_NOT_DELIVERED,e0_cgn_cuenta_inversion_2008_sdp,PDF_p63,DEPOSITOR_LEG_CORRECTION,EXCLUDE_FROM_BANK_COMPENSATION_TOTAL,Titles requested by entities but not delivered to reprogrammed deposit holders were written down.,"The recipient universe is depositors, not a bank benefit."
F70,2008,Depositor_bond_exchange,NON_DELIVERY_ADJUSTMENT,2008-12-31,Tesoro_Nacional,Depositors,Requested_not_delivered,BODEN_2013,-2.9,USD_million_VNO,N/D,DOWNWARD_ADJUSTMENT_REQUESTED_NOT_DELIVERED,e0_cgn_cuenta_inversion_2008_sdp,PDF_p63,DEPOSITOR_LEG_CORRECTION,EXCLUDE_FROM_BANK_COMPENSATION_TOTAL,BODEN 2013 requested but not delivered was written down.,Separate series and depositor purpose.
F71,2008,FX_negative_position_coverage,NET_ISSUANCE_CORRECTION,2008-12-31,Tesoro_Nacional,Financial_entities,System,BODEN_2012_coverage,-0.0179,USD_million_VNO,N/D,DOWNWARD_ADJUSTMENT,e0_cgn_cuenta_inversion_2008_sdp,PDF_p63,NEGATIVE_COVERAGE_CORRECTION,NON_ADDITIVE_WITH_COMPENSATION,"Coverage adjustment of VNO USD 17,900.",Preserve scale: 0.0179 million USD.
F72,2008,ASymmetric_pesification,COMPENSATION_ISSUANCE,2008-12-31,Tesoro_Nacional,Certain_financial_entities,Exchange_rate_conversion_effects,BODEN_2012_compensatory,1.9,USD_million_VNO,N/D,ORIGINAL_NOMINAL_ISSUANCE,e0_cgn_cuenta_inversion_2008_sdp,PDF_p63,ISSUED_NOT_CASH,ADD_WITHIN_SAME_PURPOSE_CURRENCY_YEAR_ONLY,Compensation for patrimonial effects from different conversion exchange rates.,No entity list or cash record.
F73,2008,Debt_buyback,MIXED_SERIES_RESCUE_STAGE_1,2008-12-31,Tesoro_Nacional_via_BNA,Tendering_holders,Mixed,BONAR_BOCON_BODEN_and_GDP_units,1374,ARS_million,1374,MIXED_TENDER_TOTAL,e0_cgn_cuenta_inversion_2008_sdp,PDF_p64,MIXED_BUYBACK_NOT_SERIES_ALLOCATED,CONTROL_NOT_ADDITIVE,First buyback stage total across several securities.,Cannot isolate BODEN 2012 or bank-compensation purpose.
F74,2008,Debt_buyback,MIXED_SERIES_RESCUE_STAGE_2,2008-12-31,Tesoro_Nacional,Tendering_holders,Mixed,BODEN_2012_BODEN_2013_and_GDP_units,1128,ARS_million,1128,FOUR_MIXED_TENDERS_TOTAL,e0_cgn_cuenta_inversion_2008_sdp,PDF_p64,MIXED_BUYBACK_NOT_SERIES_ALLOCATED,CONTROL_NOT_ADDITIVE,Second buyback stage total across four mixed tenders.,Cannot isolate BODEN 2012 or purpose.
F75,2009,All_BODEN_2012_purposes,DEBT_SERVICE_PRINCIPAL_REDUCTION,2009-12-31,Tesoro_Nacional,BODEN_2012_holders,Mixed,BODEN_2012,2212158362.50,USD_nominal_updated,8406.20177750,SERIES_ACCOUNTING_PRINCIPAL,e0_cgn_cuenta_inversion_2009_sdp,PDF_p5,MIXED_PURPOSE_SERVICE_NOT_ALLOCATED,EXCLUDE_FROM_BANK_COMPENSATION_TOTAL,Annual BODEN 2012 principal reduction by series.,Not allocable to banks or compensation purpose.
F76,2009,ASymmetric_pesification,BCRA_REVIEW_CORRECTION,2009-12-31,Tesoro_Nacional,Financial_entities,System,BODEN_2012_compensatory,-25,USD_million_VNO,N/D,BCRA_REVIEW_OF_PRIOR_COMPENSATION,e0_cgn_cuenta_inversion_2009_sdp,PDF_p71,NEGATIVE_NET_ISSUANCE_CORRECTION,ADD_WITHIN_SAME_PURPOSE_CURRENCY_YEAR_ONLY,BCRA review reduced prior compensatory placement.,A correction is not service or cash.
F77,2009,FX_negative_position_coverage,COVERAGE_ISSUANCE,2009-12-31,Tesoro_Nacional,Financial_entities,System,BODEN_2012_coverage,61,USD_million_VNO,N/D,ORIGINAL_NOMINAL_ISSUANCE,e0_cgn_cuenta_inversion_2009_sdp,PDF_p71,ISSUED_NOT_FREE_TRANSFER,NON_ADDITIVE_WITH_COMPENSATION,Coverage issuance remains separate from compensation.,Requires subscription and delivery reconciliation.
F78,2009,Debt_buyback,EARLY_COUPON_REPURCHASE,2009-12-31,Tesoro_Nacional,Tendering_holders,Mixed,BODEN_2012_coupon_15,N/D,N/D,N/D,LESS_THAN_2_PERCENT_OF_HOLDERS_TENDERED,e0_cgn_cuenta_inversion_2009_sdp,PDF_pp71_72,QUALITATIVE_EARLY_REPURCHASE,NON_ADDITIVE,Less than 2% of holders tendered principal and rent coupon 15.,No amount or purpose split is published in the cited narrative.
F79,2010,All_BODEN_2012_purposes,DEBT_SERVICE_PRINCIPAL_REDUCTION,2010-12-31,Tesoro_Nacional,BODEN_2012_holders,Mixed,BODEN_2012,2282310500,USD_nominal_updated,9074.466548,SERIES_ACCOUNTING_PRINCIPAL,e0_cgn_cuenta_inversion_2010_sdp,PDF_p6,MIXED_PURPOSE_SERVICE_NOT_ALLOCATED,EXCLUDE_FROM_BANK_COMPENSATION_TOTAL,Annual BODEN 2012 principal reduction by series.,No purpose-level holder allocation.
F80,2011,All_BODEN_2012_purposes,DEBT_SERVICE_PRINCIPAL_REDUCTION,2011-12-31,Tesoro_Nacional,BODEN_2012_holders,Mixed,BODEN_2012,2197668700,USD_nominal_updated,9458.7660848,SERIES_ACCOUNTING_PRINCIPAL,e0_cgn_cuenta_inversion_2011_sdp,PDF_p6,MIXED_PURPOSE_SERVICE_NOT_ALLOCATED,EXCLUDE_FROM_BANK_COMPENSATION_TOTAL,Annual BODEN 2012 principal reduction by series.,No purpose-level holder allocation.
F81,2012,All_BODEN_2012_purposes,FINAL_MATURITY_PRINCIPAL_REDUCTION,2012-12-31,Tesoro_Nacional,BODEN_2012_holders,Mixed,BODEN_2012,2197791900,USD_nominal_updated,10808.7405642,SERIES_ACCOUNTING_PRINCIPAL,e0_cgn_cuenta_inversion_2012_sdp,PDF_p5,FINAL_SERIES_SERVICE_NOT_PURPOSE_ALLOCATED,EXCLUDE_FROM_BANK_COMPENSATION_TOTAL,Final principal reduction brings the series to zero.,Maturity does not identify holders or prove bank-specific compensation.
F82,2008,All_public_debt,AGGREGATE_HOLDER_DISTRIBUTION,2008-12-31,Sector_Publico_Nacional_no_financiero,Creditors,All_public_debt,Debt_by_creditor_type,276157,ARS_million,276157,PRELIMINARY_AGGREGATE_DEBT,e0_agn_res_202_2009_act_41_2009_deuda,PDF_pp16_17,AGGREGATE_PRIVATE_HOLDER_CONTROL,CONTROL_NOT_ADDITIVE,Private creditors held 54.8% of total debt in the AGN table.,Private sector is not banks and the table is not BODEN-specific.
F83,2009,FGS_public_holder_control,INVENTORY_DUPLICATION_CORRECTION,2009-06-30,FGS,FGS,Public_holder,PF_BODEN_2012_USD_1st_series,60,USD_million_VNO,N/D,DUPLICATED_IN_TWO_FGS_INVENTORIES,e0_agn_res_102_2011_act_366_2009_fgs,PDF_p37,PUBLIC_HOLDER_ACCOUNTING_EXCEPTION,NON_ADDITIVE,AGN found the same VNO USD 60m in negotiable-title and fixed-term-bond inventories; regularized by 2009 year-end.,Not Treasury issuance service or commercial-bank compensation.
F84,2008,All_BODEN_2012_purposes,YEAR_END_SERIES_STOCK,2008-12-31,Tesoro_Nacional,BODEN_2012_holders,Mixed,BODEN_2012,8708.340475,USD_million_updated,30061.19131970,UPDATED_VALUE_AT_2008_12_31,e0_cgn_cuenta_inversion_2008_sdp,PDF_p5,YEAR_END_SERIES_STOCK,CONTROL_NOT_ADDITIVE,All-purpose BODEN 2012 closing stock.,Not a flow or purpose allocation.
F85,2009,All_BODEN_2012_purposes,YEAR_END_SERIES_STOCK,2009-12-31,Tesoro_Nacional,BODEN_2012_holders,Mixed,BODEN_2012,6545.070,USD_million_updated,24871.266,UPDATED_VALUE_AT_2009_12_31,e0_cgn_cuenta_inversion_2009_sdp,PDF_p60,YEAR_END_SERIES_STOCK,CONTROL_NOT_ADDITIVE,Rounded inventory stock agrees with detailed closing balance.,Not a flow or purpose allocation.
F86,2010,All_BODEN_2012_purposes,YEAR_END_SERIES_STOCK,2010-12-31,Tesoro_Nacional,BODEN_2012_holders,Mixed,BODEN_2012,4395.461,USD_million_updated,17476.351,UPDATED_VALUE_AT_2010_12_31,e0_cgn_cuenta_inversion_2010_sdp,PDF_p60,YEAR_END_SERIES_STOCK,CONTROL_NOT_ADDITIVE,Rounded inventory stock.,Not a flow or purpose allocation.
F87,2011,All_BODEN_2012_purposes,YEAR_END_SERIES_STOCK,2011-12-31,Tesoro_Nacional,BODEN_2012_holders,Mixed,BODEN_2012,2197.792,USD_million_updated,9459.296,UPDATED_VALUE_AT_2011_12_31,e0_cgn_cuenta_inversion_2011_sdp,PDF_p50,YEAR_END_SERIES_STOCK,CONTROL_NOT_ADDITIVE,Rounded inventory stock.,Not a flow or purpose allocation.
F88,2012,All_BODEN_2012_purposes,YEAR_END_SERIES_STOCK,2012-12-31,Tesoro_Nacional,BODEN_2012_holders,Mixed,BODEN_2012,0,USD_million_updated,0,MATURED_ZERO_AT_2012_12_31,e0_cgn_cuenta_inversion_2012_sdp,PDF_pp41_42,SERIES_MATURED,CONTROL_NOT_ADDITIVE,BODEN 2012 is absent from the post-maturity inventory and the detailed row closes at zero.,Zero series stock does not close holder-purpose reconciliation.
F89,2008,Debt_buyback,NORMATIVE_TENDER_SETTLEMENT_ROUTE,2008-08-25,Tesoro_Nacional,Eligible_MAE_participants_and_other_investors,BODEN_2012_public_buyback_or_residual_program,BODEN_2012,N/D,N/D,N/D,PROCEDURE_ONLY,e0_argentina_rc_212_24_2008_recompra,Annex_1.4_2.5,AUTHORIZED_PROCEDURE,NON_ADDITIVE,"The route links MAE offers, Caja delivery and BCRA cash accounts.",Procedure does not prove actual delivery or payment.
F90,2008,Debt_buyback,TENDER_RESULT,2008-08-28,Tesoro_Nacional,No_award,BODEN_2012_public_buyback_or_residual_program,BODEN_2012,0,USD_VNO,0,PUBLIC_RESULT,e0_argentina_resultado_recompra_2008_08_28,PDF_pp1_2,DESERTED,NON_ADDITIVE,The first public BODEN 2012 tender received offers but awarded none.,Offered positions are not realized purchases.
F91,2008,Debt_buyback,AWARD_RECONSTRUCTED,2008-09-04,Tesoro_Nacional,Citibank_participant,BODEN_2012_public_buyback_or_residual_program,BODEN_2012,1193000,USD_VNO,1.436999157,MULTIPLE_PRICE_AWARD_AT_PUBLISHED_FX,e0_argentina_resultado_recompra_2008_09_04,PDF_pp1_2,AWARDED_SETTLEMENT_OPEN,ADD_WITHIN_PUBLIC_BODEN2012_AWARDS_ONLY,Citibank offers below cutoff exactly contribute VNO USD 1.193m.,Participant may be intermediary; ultimate holder purpose and settlement remain open.
F92,2008,Debt_buyback,AWARD_RECONSTRUCTED,2008-09-04,Tesoro_Nacional,Standard_Bank_participant,BODEN_2012_public_buyback_or_residual_program,BODEN_2012,3000000,USD_VNO,3.628024200,MULTIPLE_PRICE_AWARD_AT_PUBLISHED_FX,e0_argentina_resultado_recompra_2008_09_04,PDF_pp1_2,AWARDED_SETTLEMENT_OPEN,ADD_WITHIN_PUBLIC_BODEN2012_AWARDS_ONLY,Standard Bank cutoff offer exactly contributes VNO USD 3m.,Participant may be intermediary; ultimate holder purpose and settlement remain open.
F93,2008,Debt_buyback,AWARD_RECONSTRUCTED,2008-09-11,Tesoro_Nacional,Citibank_participant,BODEN_2012_public_buyback_or_residual_program,BODEN_2012,13000000,USD_VNO,15.023382400,MULTIPLE_PRICE_AWARD_AT_PUBLISHED_FX,e0_argentina_resultado_recompra_2008_09_11,PDF_pp1_2,AWARDED_SETTLEMENT_OPEN,ADD_WITHIN_PUBLIC_BODEN2012_AWARDS_ONLY,Six Citibank offers through cutoff exactly equal VNO USD 13m awarded.,Participant may be intermediary; ultimate holder purpose and settlement remain open.
F94,2009,BODEN_2012_strip_buyback,LEGAL_AUTHORIZATION,2009-06-04,Tesoro_Nacional,Market_holders_via_eligible_participants,BODEN_2012_public_buyback_or_residual_program,BODEN_2012,N/D,N/D,N/D,AUTHORIZATION_ONLY,e0_argentina_rc_113_34_2009_boden12_strip,Arts_1_3,AUTHORIZED_AMOUNT_OPEN,NON_ADDITIVE,The August 2009 coupon was stripped and authorized for one or more public buyback tenders.,No award or settlement amount is published in this source.
F95,2009,ASymmetric_pesification,BUDGET_REGISTRATION_CONTROL,2009-11-20,Tesoro_Nacional,Banks_and_savers_unseparated,BODEN_2012_public_buyback_or_residual_program,BODEN_2012,N/D,N/D,N/D,QUALITATIVE_BUDGET_CONTROL,e0_argentina_dnu_1801_2009_boden12,Specific_considerando,BUDGET_CREDITS_EXPANDED_AMOUNT_OPEN,NON_ADDITIVE,The budget was expanded to register BODEN 2012 placements from the 2002 program.,The preserved text does not isolate an amount or split banks from savers.
F96,2005,Debt_buyback,HISTORICAL_TENDER_BUYBACK,2005-11-22,Tesoro_Nacional,Unknown_tender_participants,Public_tender,BODEN_2012,5032600,USD_VNO,N/D,EFFECTIVE_USD_4000636.64,e0_argentina_recompras_decreto_1735_04_report,PDF_pp4_5,REPORTED_EXECUTED_PARTICIPANTS_OPEN,SEPARATE_2005_EVENT,Official report records a BODEN 2012 buyback before the 2008 program.,"No participant, holder purpose or settlement record."
F97,2008,Debt_buyback,BNA_AGENT_MANDATE,2008-08-11,Tesoro_Nacional,BNA_as_government_agent,Market_purchase_mandate,Mixed_BODEN_BONAR,N/D,N/D,N/D,MANDATE_ONLY,e0_argentina_recompra_primera_etapa_2008_08_11,PDF_p1,AUTHORIZED_EXECUTION_DETAIL_OPEN,NON_ADDITIVE,BNA was instructed to buy short-maturity securities.,Mandate is not a trade blotter.
F98,2008,Debt_buyback,FIRST_STAGE_MARKET_PURCHASE_AGGREGATE,2008-08-11/2008-08-22,Tesoro_Nacional,Market_counterparties_unknown,Market_purchases_after_BNA_mandate,Mixed_B2012_B2013_BONARV_PRE8_B2008_GDPARS,380,USD_million_approx,N/D,OFFICIAL_PROGRAM_AGGREGATE,e0_argentina_recompra_segunda_semana_2008_08_22,PDF_p1,EXECUTED_AGGREGATE_INSTRUMENT_SPLIT_OPEN,NON_ADDITIVE,About USD 380m of mixed securities were purchased in two weeks.,"Cannot isolate BODEN 2012, participant or beneficial holder."
F99,2008,Debt_buyback,SECOND_STAGE_ANNOUNCEMENT,2008-08-21,Tesoro_Nacional,Public_tender_participants,Public_tenders,Short_medium_term_public_debt,N/D,N/D,N/D,ANNOUNCEMENT_ONLY,e0_argentina_recompra_segunda_etapa_2008_08_21,PDF_p1,PERIODIC_TENDERS_ANNOUNCED,NON_ADDITIVE,The second stage would use periodic public tenders.,No preserved closure notice proves the four located results are exhaustive.
F100,2008,Debt_buyback,FOUR_LOCATED_PUBLIC_TENDER_CONTROL_TOTAL,2008-08-28/2008-10-02,Tesoro_Nacional,MAE_participants,Public_tenders,B2012_B2013_GDPARS_GDPUSD,135606214.86,ARS_effective,135.60621486,SUM_FOUR_OFFICIAL_RESULT_TOTALS,e0_argentina_resultado_recompra_2008_08_28;e0_argentina_resultado_recompra_2008_09_04;e0_argentina_resultado_recompra_2008_09_11;e0_argentina_resultado_recompra_2008_10_02,PDF_results_and_offer_tables,AWARDED_SETTLEMENT_OPEN,CONTROL_NOT_ADDITIVE,Eighteen accepted participant-instrument rows reproduce four official tender totals.,Not a final program total and not cash-settlement confirmation.
F101,2008,Debt_buyback,PUBLIC_TENDER_INSTRUMENT_AWARDS,2008-09-04/2008-09-11,Tesoro_Nacional,Citibank_MERVAL_Banco_Mariva_participants,Public_tenders,BODEN_2013,13148000,USD_VNO,18.83187474,OFFICIAL_EFFECTIVE_ARS_SUM,e0_argentina_resultado_recompra_2008_09_04;e0_argentina_resultado_recompra_2008_09_11,PDF_pp1_2,AWARDED_SETTLEMENT_OPEN,ADD_WITHIN_FOUR_TENDER_INSTRUMENT_SUBTOTALS_ONLY,BODEN 2013 awards are exactly reconstructed by participant.,Participants may represent clients; purpose and settlement remain open.
F102,2008,Debt_buyback,PUBLIC_TENDER_INSTRUMENT_AWARDS,2008-08-28/2008-10-02,Tesoro_Nacional,Citibank_HSBC_MERVAL_participants,Public_tenders,GDP_UNIT_ARS,1045342050,ARS_nocional,89.00568510,OFFICIAL_EFFECTIVE_ARS_SUM,e0_argentina_resultado_recompra_2008_08_28;e0_argentina_resultado_recompra_2008_09_04;e0_argentina_resultado_recompra_2008_09_11;e0_argentina_resultado_recompra_2008_10_02,PDF_result_pages_and_offer_tables,AWARDED_SETTLEMENT_OPEN,ADD_WITHIN_FOUR_TENDER_INSTRUMENT_SUBTOTALS_ONLY,Peso GDP-unit awards are exactly reconstructed by participant.,Nocional and effective pesos are distinct; participants are not ultimate holders.
F103,2008,Debt_buyback,PUBLIC_TENDER_INSTRUMENT_AWARDS,2008-09-04/2008-10-02,Tesoro_Nacional,Citibank_Standard_Bank_participants,Public_tenders,GDP_UNIT_USD_LAW_AR,29480362,USD_nocional,7.68024926,OFFICIAL_EFFECTIVE_ARS_SUM,e0_argentina_resultado_recompra_2008_09_04;e0_argentina_resultado_recompra_2008_10_02,PDF_result_pages_and_offer_tables,AWARDED_SETTLEMENT_OPEN,ADD_WITHIN_FOUR_TENDER_INSTRUMENT_SUBTOTALS_ONLY,Dollar GDP-unit awards are exactly reconstructed by participant.,Participants are not ultimate holders; settlement remains open.
F104,2008,Debt_buyback,BUDGET_EXECUTION_AGGREGATE,2008-12-31,Tesoro_Nacional,Unspecified_buyback_counterparties,Short_term_securities_budget_execution,Unspecified_buybacks,981.36,ARS_million,981.36,OFFICIAL_EXECUTED_BUDGET_AGGREGATE,e0_cgn_cuenta_inversion_2008_comentarios,HTML_short_term_securities_paragraph,EXECUTED_AGGREGATE_SPECIES_OPEN,CONTROL_NOT_ADDITIVE,CGN records ARS 981.36m in buyback operations.,May overlap first and second stages and cannot identify BODEN or counterparties.
F105,2009,BODEN_2012_strip_buyback,OFFICIAL_TENDER_OCCURRENCE,2009-06,Tesoro_Nacional,Less_than_2pct_of_holders_offering,MAE_public_tender,BODEN_2012_coupon_15_strip,N/D,N/D,N/D,OFFICIAL_QUALITATIVE_RESULT,e0_argentina_mecon_memoria_2009;e0_cgn_cuenta_inversion_2009_anexo_j_html,PDF_p136;HTML_recompra_anticipada,TENDER_OCCURRED_AMOUNT_OPEN,NON_ADDITIVE,Two official year-end carriers confirm the tender and low participation.,"No quantitative award, participants or settlement in primary carriers."
F106,2009,BODEN_2012_strip_buyback,SECONDARY_TENDER_RESULT,2009-06,Tesoro_Nacional,Twenty_accepted_offers_ultimate_holders_unknown,MAE_public_tender,BODEN_2012_coupon_15_strip,33.6,USD_million_source_reported,N/D,SECONDARY_35_OFFERS_20_ACCEPTED_DISCOUNT_1.86PCT_SAVING_USD637468,sec_consejo_iec_298_strip_boden2012,PDF_p5,SECONDARY_QUANTITATIVE_PRIMARY_SETTLEMENT_OPEN,NON_ADDITIVE,Contemporary institutional report supplies a quantitative tender summary.,"Primary result, amount basis and Caja/BCRA settlement remain open."
F107,2012,All_public_debt,AGGREGATE_HOLDER_DISTRIBUTION,2012-12-31,Sector_Publico_Nacional,Creditors,All_public_debt,Debt_by_creditor_type,203034,USD_million_total,N/D,AGN_AGGREGATE_DISTRIBUTION,e0_agn_res_084_2015_act_158_2010_deuda,PDF_pp25_26,AGGREGATE_CREDITOR_CONTROL,CONTROL_NOT_ADDITIVE,"AGN reports 56.5% public, 31.0% private and 12.4% bilateral/multilateral at end-2012.",Not BODEN-specific and private sector is not banks.
F108,2008,Debt_buyback,BNA_MEMORY_NEGATIVE_SCOPE_CHECK,2008-12-31,BNA,N/A,Annual_report,Treasury_buyback_program,N/D,N/D,N/D,DOCUMENT_SEARCH_ONLY,e0_bna_memoria_balance_2008,Full_text_search_and_PDF_p14,TRADE_BLOTTER_NOT_DISCLOSED,NON_ADDITIVE,The annual report does not expose Treasury-program trades by species or counterparty.,Narrative absence does not prove zero activity; page 14 discusses BCRA LEBAC/NOBAC.
F109,2008,Debt_buyback,OFFICIAL_ARCHIVE_ROUND_INVENTORY,2008-08-27/2008-10-02,Tesoro_Nacional,MAE_participants,Official_Finance_archive,B2012_B2013_GDPARS_GDPUSD,4,call_result_pairs,N/D,ARCHIVE_INVENTORY_ONLY,e0_argentina_finanzas_archive_recompras_voluntarias,HTML_Recompras_voluntarias,FOUR_PUBLISHED_ROUNDS_IDENTIFIED_SETTLEMENT_OPEN,NON_ADDITIVE,El archivo oficial enumera cuatro llamados numerados y sus cuatro resultados.,Inventario web no es cierre contable ni constancia post-liquidación.
F110,2008,Debt_buyback,PUBLIC_TENDER_CALL,2008-08-27,Tesoro_Nacional,Eligible_MAE_participants,MAE_Caja_0306_40000_BCRA,B2012_B2013_GDPARS_GDPUSD,150000000,ARS_announced_ceiling,150,ARS_MILLION_MAXIMUM,e0_argentina_llamado_recompra_2008_08_27,PDF_pp1_2,CALL_PUBLISHED_T_PLUS_3_PAYMENT_OPEN,NON_ADDITIVE_CEILING,Primer llamado; títulos 01/09 y liquidación prevista 02/09.,Máximo anunciado no es adjudicación ni pago.
F111,2008,Debt_buyback,PUBLIC_TENDER_CALL,2008-09-03,Tesoro_Nacional,Eligible_MAE_participants,MAE_Caja_0306_40000_BCRA,B2012_B2013_GDPARS_GDPUSD,200000000,ARS_announced_ceiling,200,ARS_MILLION_MAXIMUM,e0_argentina_llamado_recompra_2008_09_03,PDF_pp1_2,CALL_PUBLISHED_T_PLUS_3_PAYMENT_OPEN,NON_ADDITIVE_CEILING,Segundo llamado; títulos 08/09 y liquidación prevista 09/09.,Máximo anunciado no es adjudicación ni pago.
