episode_id,episode_name,t0,shock_type,variable,sector,frequency,pre_value,trough_value,trough_date,recovery_value,recovery_date,months_to_trough,months_to_recovery,benchmark_definition,source_id,source_quality,basis,method_break,status,interpretation,falsifier,notes
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2005-12_TO_2006-12,OTHER,bank_specific_budget_transfer_accrual,STATE_BCRA,ANNUAL,3300.29m_ARS,510.10m_ARS,2006,N/D,N/D,12,N/D,current transfers to financial entities in CGN budget execution,E0_FISCAL_TRANSACTION_LEDGER_2004_2006_V131.csv,PRIMARY,CGN Cuenta 2005 p.118 and Cuenta 2006 p.142,YES_DEVENGADO_NOT_CASH,BANK_SPECIFIC_BUDGET_ACCRUAL_IDENTIFIED,The bank-specific transfer accrual falls sharply in 2006.,YES_BROAD_ONP_BUCKET_EQUALS_BANK_ONLY_TRANSFER,Do not add to debt issue placement or stock measures.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,YEAR_END_2003_TO_2006,OTHER,compensation_related_debt_stock,STATE_BCRA,ANNUAL,24227.994m_ARS,21038.981m_ARS,2006-12,N/D,N/D,36,N/D,compensatory plus coverage updated debt stock at each year-end,E0_FISCAL_STOCK_FLOW_BRIDGE_V131.csv,PRIMARY_DERIVED,Exact sum within official purpose tables,YES_STOCK_NOT_FLOW,PURPOSE_STOCK_BRIDGE_EXTENDED,The combined updated stock declines overall while coverage rises in 2005-2006.,YES_STOCK_DELTA_EQUALS_CASH,Purpose stocks embed service valuation new issues and corrections.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2007_TO_2012,OTHER,boden_2012_series_principal_service,STATE_BCRA,ANNUAL,10898.2912375m_USD_UPDATED_AT_2007_CLOSE,0,2012-12,N/A_MATURED,2012-12,60,N/A,annual modified-opening plus increments minus principal reduction equals closing balance,E0_FISCAL_BODEN_SERVICE_BRIDGE_2007_2012_V131.csv,PRIMARY_DERIVED,CGN detailed debt movement tables 2007-2012,YES_SERIES_NOT_PURPOSE,SERIES_MATURITY_RECONCILED,BODEN 2012 service is arithmetically bridged to zero at maturity.,YES_ALL_SERVICE_EQUALS_BANK_COMPENSATION,"Cumulative 2007-2012 principal reduction is USD 13,285.8062125m updated nominal; holder-purpose allocation remains open."
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2007_TO_2009,OTHER,post_2006_purpose_adjustments,STATE_BCRA,ANNUAL,2007_COMP_ARP_MINUS39.9_USD_MINUS3.3_COVERAGE_USD_PLUS110.2,2008_DEPOSITOR_USD_MINUS6.6_MINUS2.9_COVERAGE_MINUS0.0179_COMP_PLUS1.9,2008,2009_COMP_BCRA_REVIEW_MINUS25_COVERAGE_PLUS61,2009,12,24,purpose-specific nominal issues and corrections by currency,E0_FISCAL_TRANSACTION_LEDGER_2007_2012_V131.csv,PRIMARY,CGN Anexo J 2007-2009,YES_CORRECTIONS_NOT_SERVICE,PURPOSE_ADJUSTMENTS_IDENTIFIED,Corrections and residual coverage issuance continued through 2009.,YES_PROGRAM_HARD_CLOSED_2006,No cross-currency total and no negative amount reset to zero.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2008_TO_2009,OTHER,holder_controls,STATE_BCRA,ANNUAL,PRIVATE_54.8PCT_OF_ALL_DEBT_2008,FGS_DUPLICATE_PF_BODEN2012_USD60M_AT_2009H1,2009-06,REGULARIZED_AT_2009_CLOSE,2009-12,6,12,aggregate creditor distribution plus audited public-holder exception,e0_agn_res_202_2009_act_41_2009_deuda;e0_agn_res_102_2011_act_366_2009_fgs,PRIMARY_AUDIT,AGN Res. 202/2009 and 102/2011,YES_AGGREGATE_AND_PUBLIC_HOLDER_NOT_PURPOSE,INDEPENDENT_HOLDER_CONTROLS_PARTIAL,Independent audit evidence exists but does not supply a bank-by-bank compensation register.,YES_PRIVATE_SECTOR_EQUALS_BANKS,CRYL and entity-level delivery remain open.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2008-08-28_TO_2008-09-11,OTHER,boden_2012_public_buyback_tenders,STATE_BCRA,EVENT,DESERTED_2008-08-28,VNO_USD17.193M_AWARDED,2008-09-11,N/A,N/A,N/A,N/A,sum of accepted offer rows equals published awarded VNO and effective value,E0_FISCAL_BODEN_BUYBACK_AWARDS_2008_V131.csv,PRIMARY_DERIVED_EXACT,Three official tender result communiqués,YES_PARTICIPANT_NOT_ULTIMATE_HOLDER,PUBLIC_AWARDS_COUNTERPARTY_PARTIAL,Citibank and Standard Bank are identified as participants for a narrow public-buyback component.,YES_PARTICIPANT_EQUALS_FINAL_BENEFICIARY,Cumulative awards: VNO USD 17.193m; effective USD 6.559535m; ARS 20.08840576m. Settlement confirmation remains open.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2008,OTHER,buyback_settlement_chain,STATE_BCRA,EVENT,MAE_OFFER,CAJA_DELIVERY_CONFIRMATION,T+3,BCRA_ACCOUNT_PAYMENT,T+3,N/A,N/A,normative MAE–ONCP–Caja–BCRA chain,E0_FISCAL_BUYBACK_SETTLEMENT_CHAIN_V131.csv,PRIMARY_NORMATIVE,RC 212/2008 and 24/2008,YES_PROCEDURE_NOT_EXECUTION,SETTLEMENT_ROUTE_MAPPED_EXECUTION_OPEN,The missing Caja and BCRA confirmations are now isolated as specific evidence gaps.,YES_AWARD_EQUALS_CASH,Actual settlement records were not recovered.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2009-06-10_TO_2009-06-18,OTHER,boden_2012_strip_and_residual_registration,STATE_BCRA,EVENT,PRIMARY_CALL_ISIN_ARARGE03G415,35_OFFERS_USD44.36779874M_EFFECTIVE,2009-06-12,20_ACCEPTED_USD33.69188924M_EFFECTIVE_VNO_USD265.7071M,2009-06-18_SCHEDULED,N/A,N/A,"primary call, exact result and all 35 annex rows with effective/underlying bases separated",e0_mecon_strip_boden2012_call_2009_06_10;e0_mecon_strip_boden2012_result_2009_06_12;E0_FISCAL_STRIP_BUYBACK_OFFERS_2009_V131.csv,PRIMARY_DERIVED_EXACT,Official archived Finance call and result annex,YES_STRIP_EFFECTIVE_NOT_VNO_PARTICIPANT_NOT_HOLDER_SETTLEMENT_OPEN,STRIP_PRIMARY_RESULT_EXACT_PARTICIPANTS_MAPPED_SETTLEMENT_OPEN,"The official annex closes offer, award and participant arithmetic while leaving final holders and cash settlement open.",YES_AWARD_OR_PARTICIPANT_EQUALS_SETTLED_CASH_OR_FINAL_HOLDER,"35 offers; 20 accepted; seven participants; Caja 0306/40000; payment scheduled 18 June 2009, not independently confirmed."
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2008-08-11_TO_2008-08-22,OTHER,bna_first_stage_mixed_buybacks,STATE_BCRA,EVENT,BNA_AGENT_MANDATE,APPROX_USD380M_MIXED_PURCHASES_TWO_WEEKS,2008-08-22,INSTRUMENT_AND_COUNTERPARTY_SPLIT_OPEN,N/D,N/A,N/A,official first-stage mandate and program aggregate,e0_argentina_recompra_primera_etapa_2008_08_11;e0_argentina_recompra_segunda_semana_2008_08_22,PRIMARY_AGGREGATE,Official communiqués,YES_MIXED_PROGRAM_NOT_BODEN,FIRST_STAGE_AGGREGATE_BLOTTER_OPEN,"The first stage is now bounded by agent and approximate aggregate, not by instrument or counterparty.",YES_ALL_USD380M_EQUALS_BODEN2012,BNA memory 2008 does not provide the missing blotter.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2008-08-27_TO_2008-10-02,OTHER,four_official_archive_buyback_rounds,STATE_BCRA,EVENT,FOUR_NUMBERED_CALLS_AND_RESULTS_ARCHIVED,ARS550M_SUM_OF_ANNOUNCED_MAXIMA,2008-10-01,ARS135.60621486M_AWARDED_24.65567543PCT_OF_CEILINGS,2008-10-02,N/A,N/A,four official archive call/result pairs plus exact call schedules and award reconstruction,e0_argentina_finanzas_archive_recompras_voluntarias;E0_FISCAL_PUBLIC_BUYBACK_CALLS_2008_V131.csv;E0_FISCAL_PUBLIC_BUYBACK_AWARDS_2008_V131.csv,PRIMARY_ARCHIVE_CALLS_RESULTS_DERIVED_EXACT,"Official Finance archive, four call PDFs and four result PDFs",YES_CEILING_NOT_CASH_ACCOUNT_ROUTE_NOT_CONFIRMATION,FOUR_ARCHIVED_ROUNDS_CALLS_RESULTS_ACCOUNT_ROUTE_MAPPED,La serie pública queda cerrada en cuatro rondas y la ruta Caja/BCRA es exacta; faltan constancias post-liquidación.,YES_ARCHIVE_OR_ACCOUNT_ROUTE_EQUALS_CASH_SETTLEMENT,No se presume que el archivo excluya operaciones no publicadas ni que T+3 se haya cumplido.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2008,OTHER,treasury_buyback_budget_execution_aggregate,STATE_BCRA,ANNUAL,N/D,ARS981.36M_BUYBACK_OPERATIONS,2008,SPECIES_AND_COUNTERPARTY_OPEN,N/D,N/A,N/A,CGN executed short-term security acquisition paragraph,e0_cgn_cuenta_inversion_2008_comentarios,PRIMARY_ACCOUNTING_AGGREGATE,Cuenta de Inversión 2008,YES_NON_ADDITIVE_OVERLAP,EXECUTED_AGGREGATE_INSTRUMENT_OPEN,The budget carrier creates an executed aggregate control but no BODEN allocation.,YES_ADD_TO_TENDER_TOTALS,Possible overlap with first- and second-stage purchases.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2008_TO_2012,OTHER,agn_creditor_distribution_reports,STATE_BCRA,ANNUAL,PRIVATE_54.8PCT_ALL_DEBT_2008,PRIVATE_31.0PCT_ALL_DEBT_2012,2012-12,PUBLIC_56.5PCT_ALL_DEBT_2012,2012-12,48,48,AGN broad creditor-sector distribution,e0_agn_res_202_2009_act_41_2009_deuda;e0_agn_res_084_2015_act_158_2010_deuda,PRIMARY_AUDIT_AGGREGATE,AGN Res. 202/2009 and 84/2015,YES_ALL_DEBT_NOT_BODEN,AGN_REPORT_PAIR_BROAD_HOLDER_CONTROL,"The likely period/theme reports are recovered, but neither is a BODEN beneficial-holder register.",YES_PRIVATE_SECTOR_EQUALS_BANKS,The 2018 transparency page omits the identifiers of the reports actually sent.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2009_TO_2014_AUDIT_CONTROL,OTHER,custodian_holder_information_gap,STATE_BCRA,AUDIT,PUBLIC_AGENCY_HOLDINGS_NOT_DISAGGREGATED,AGN_REQUESTS_TO_CNV_CAJA_NO_POSITIVE_RESULT,2014-11-19,DMO_CRYL_CAJA_DISCLOSURE_RECOMMENDED_NOT_OBSERVED,N/D,N/D,N/D,primary external-audit finding on custody disclosure and exact public transparency schema,e0_agn_res_041_2016_deuda_custodian_gap;e0_agn_api_boden_request_2018_record;E0_FISCAL_CUSTODIAN_INFORMATION_GAPS_V131.csv,PRIMARY_AUDIT_AND_PRIMARY_API_SCHEMA,AGN Resolution 41/2016 and exact JSON node,YES_NONPRODUCTION_NOT_ZERO_PERIOD_NOT_2008_PUBLIC_RECORD_NOT_REPLY,STRUCTURAL_CUSTODY_DISCLOSURE_GAP_DOCUMENTED,The missing holder register is now tied to a documented institutional access barrier rather than treated as a mere search failure.,YES_CUSTODIAN_NONPRODUCTION_EQUALS_ZERO_OR_NO_RECORD,"Does not identify private holders, 2008 counterparties or settlement confirmations."
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2008Q3,OTHER,public_boden_buyback_accounting_reduction,STATE_BCRA,QUARTERLY_ACCOUNTING,B2012_VNO17193000;B2013_VNO13148000,USD16.814M_RESIDUAL_REDUCTION,2008-09-30,N/A,N/A,N/A,N/A,official debt-flow reduction equals awarded residual principal,e0_argentina_deuda_publica_2008_q3;E0_FISCAL_BUYBACK_DEBT_ACCOUNTING_BRIDGE_2008_V131.csv,PRIMARY_EXACT_AGGREGATE_ACCOUNTING_MATCH,A.5.1 row Boden - Recompras; 0.5 and 0.625 residual factors,YES_AGGREGATE_NOT_PER_ROUND_SETTLEMENT,ACCOUNTED_AGGREGATE_DEBT_REDUCTION,The public BODEN awards were reflected exactly as an aggregate residual-principal reduction.,YES_AGAINST_NO_ACCOUNTING_REDUCTION,"Caja matching, individual transfers and BCRA payment remain open."
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2008Q4,OTHER,public_debt_repurchase_accounting_scope,STATE_BCRA,QUARTERLY_ACCOUNTING,DICP_VNO_ARS15012.460651M_AT_2008Q3,DICP_VNO_ARS12263.982382M_AT_2008Q4,2008-12-31,VNO_REDUCTION_ARS2748.478269M_REPORT_ARS2748.50M_EFFECTIVE_ARS1415.50M_ACCOUNTING_ARS4723.53619M,2008-12-31,N/A,N/A,cross-source Discount en Pesos VNO/effective/accounting bridge,e0_argentina_deuda_publica_2008_q3;e0_argentina_deuda_publica_2008_q4;e0_argentina_recompras_decreto_1735_04_report;e0_argentina_sigade_2008_q3,PRIMARY_EXACT_CROSS_SOURCE_INSTRUMENT_ALLOCATION,A.12.2 row31; A.5.1 row29; PDF p2; SIGADE SALDOS,YES_VNO_EFFECTIVE_ACCOUNTING_NONADDITIVE_AND_SETTLEMENT_OPEN,ACCOUNTED_AGGREGATE_DISCOUNT_PESOS_REPURCHASE_INDIVIDUAL_SETTLEMENT_OPEN,The Q4 exchange-bond accounting reduction is allocated to Discount en Pesos under the reference-2006 excess-growth tranche.,YES_AGAINST_UNALLOCATED_Q4_EXCHANGE_BOND_AGGREGATE,"Individual dates, sellers, Caja matching and the BCRA/payment rail remain open; GDP Units remain excluded."
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,REFERENCE_2006_CALC_2007_REPURCHASE_2008,OTHER,gdp_units_excess_gdp_repurchase_scope,STATE,EVENT,N/A_NOTIONAL_SECURITIES,GDP_UNITS_EFFECTIVE_ARS1886.10M,CALENDAR_2008_EXACT_DATE_OPEN,TOTAL_WITH_DISCOUNT_ARS3301.60M,CALENDAR_2008_EXACT_DATE_OPEN,N/D,N/D,official reference-2006 repurchase scope plus contractual calculation/window/cancellation rules,e0_argentina_recompras_decreto_1735_04_report;e0_cgn_cuenta_inversion_2008_sdp;four_official_tender_results;e0_argentina_rc_212_24_2008_recompra;e0_bcra_com_b9322_cuentas_corrientes_2008;e0_agn_informe_segundo_trimestre_2009_act_48_0237_09;e0_agn_res_202_2009_act_41_2009_deuda;e0_cgn_cuenta_inversion_2008_sdp,PRIMARY_AWARDS_EXACT_PUBLIC_ROUTE_EXHAUSTION_AND_ARCHIVAL_KEYS,report p2;prospectus S-19/S-21/S-25/S-69;Q4 A.5.1 B63/A.5.4 B62,YES_NOTIONAL_NO_PRINCIPAL_REFERENCE_YEAR_NOT_TRADE_DATE,AWARDS_CLOSED_ACCOUNTS_NINE_ROWS_PUBLIC_ROUTES_EXHAUSTED_EXECUTED_SETTLEMENT_ZERO_CONFIRMED,"Public evidence closes ten awards and nine account candidates; no ONCP body, Caja transfer/report, BCRA credit or CRyL cancellation row is confirmed.",YES_AGAINST_GDP_EXCLUSION_MEANS_ZERO_OR_UNEXECUTED,AGN project and accounting keys sharpen requests; aggregate debt flows and annual fees are not transaction settlement evidence.
